868:109,S,108,95@1:142,867
867:109,S,108,95@1;95,TTD,95,-1@0.67:859,866
150:70,S,69,66@1;69,S,'31','32'@1:31_cluster_SluteocolorNRBC13826|ba0325|262-449|4073|31_cluster_SluteocolorNRBC13826-1608-Item4-Cond-Item5-A_nrp_Fill_0,32_cluster_Ssilaceus-1|7cf6a6|262-449|4188|32_cluster_Ssilaceus-1-1651-Item4-Cond-Item5-A_nrp_Fill_0
145:76,T,76,'42'@0.076;76,S,'57','59'@1:57_cluster_WAC06725|09ed46|321-502|7678|57_cluster_WAC06725-2976-Item1-Cond-Item2-A_no_call_Fill_0,59_cluster_WAC06783|64e4a6|305-486|7925|59_cluster_WAC06783-3057-Item1-Cond-Item2-A_hpg_Fill_0
142:109,S,108,95@1;108,S,107,104@1:32,141
141:108,S,107,104@1;104,TTD,-1,104@0.84:63,140
140:104,TTD,-1,104@0.84;104,SL,102,'68'@0.041;'68',T,'67','68'@0.037:66,139
139:'68',T,'67','68'@0.037;'68',T,'67','68'@0.075:81,138
138:'68',T,'67','68'@0.075;'68',TTD,'68',-1@0.34:112,137
137:'68',TTD,'68',-1@0.34;-1,TFD,-1,'67'@0.063:133,136
136:-1,TFD,-1,'67'@0.063;'67',T,'67','69'@0.2:67_cluster_STLI053.cluster001|e171e6|302-497|9117|67_cluster_STLI053.cluster001-3498-Item33-Cond-Item34-A_no_call_Fill_0,69_cluster_MchersinaDSM44151|89c115|301-495|9505|69_cluster_MchersinaDSM44151-3597-Item29-Cond-Item30-A_nrp_Fill_0
133:-1,TFD,-1,'67'@0.063;-1,TFD,'49',-1@0.079:129,132
132:-1,TFD,'49',-1@0.079;-1,TFD,'49',-1@0.085:49_cluster_WAC1438rc4d|da5867|5659-5849|6504|49_cluster_WAC1438rc4d-2520-Item19-Cond-Item20-A_thr_Fill_0,49_cluster_WAC1438rc4d|da5867|6744-6929|6510|49_cluster_WAC1438rc4d-2520-Item22-Cond-Item23-A_hpg_Fill_0
49_cluster_WAC1438rc4d|da5867|6744-6929|6510|49_cluster_WAC1438rc4d-2520-Item22-Cond-Item23-A_hpg_Fill_0:-1,TFD,'49',-1@0.085;-1,TLFD,-1,'49'@0.42
129:-1,TFD,'49',-1@0.079;'49',D,'49','49'@0.11:121,128
128:'49',D,'49','49'@0.11;'49',D,'49','49'@0.16:49_cluster_WAC1438rc4d|f4aa9d|302-498|6544|49_cluster_WAC1438rc4d-2522-Item52-Cond-Item53-A_asn_Fill_0,127
127:'49',D,'49','49'@0.16;'49',D,'49','49'@0.16:49_cluster_WAC1438rc4d|f4aa9d|5655-5842|6574|49_cluster_WAC1438rc4d-2522-Item67-Cond-Item68-A_nrp_Fill_0,126
126:'49',D,'49','49'@0.16;'49',D,'49','49'@0.23:49_cluster_WAC1438rc4d|d6be1d|3514-3701|6461|49_cluster_WAC1438rc4d-2521-Item46-Cond-Item47-A_asp_Fill_0,49_cluster_WAC1438rc4d|da5867|8881-9068|6522|49_cluster_WAC1438rc4d-2520-Item28-Cond-Item29-A_asp_Fill_0
121:'49',D,'49','49'@0.11;'49',D,'49','49'@0.16:49_cluster_WAC1438rc4d|da5867|1363-1552|6480|49_cluster_WAC1438rc4d-2520-Item7-Cond-Item8-A_ser_Fill_0,120
120:'49',D,'49','49'@0.16;'49',D,'49','49'@0.15:49_cluster_WAC1438rc4d|f4aa9d|3527-3715|6562|49_cluster_WAC1438rc4d-2522-Item61-Cond-Item62-A_nrp_Fill_0,119
119:'49',D,'49','49'@0.15;'49',D,'49','49'@0.16:49_cluster_WAC1438rc4d|f4aa9d|2469-2657|6556|49_cluster_WAC1438rc4d-2522-Item58-Cond-Item59-A_hpg_Fill_0,118
118:'49',D,'49','49'@0.16;'49',D,'49','49'@0.23:49_cluster_WAC1438rc4d|d6be1d|302-494|6443|49_cluster_WAC1438rc4d-2521-Item37-Cond-Item38-A_hpg_Fill_0,49_cluster_WAC1438rc4d|da5867|7826-8015|6516|49_cluster_WAC1438rc4d-2520-Item25-Cond-Item26-A_hpg_Fill_0
112:'68',TTD,'68',-1@0.34;'68',T,'69','68'@0.3:69_cluster_MchersinaDSM44151|89c115|6680-6869|9541|69_cluster_MchersinaDSM44151-3597-Item47-Cond-Item48-A_ala_Fill_0,111
111:'68',T,'69','68'@0.3;'68',D,'68','68'@0.066:105,110
110:'68',D,'68','68'@0.066;'68',T,'67','68'@0.2:67_cluster_STLI053.cluster001|e171e6|2433-2622|9129|67_cluster_STLI053.cluster001-3498-Item39-Cond-Item40-A_thr_Fill_0,109
109:'68',T,'67','68'@0.2;'68',D,'68','68'@0.26:68_cluster_HdaliensisNBRC106472.cluster001|55deb0|7501-7683|9310|68_cluster_HdaliensisNBRC106472.cluster001-3547-Item31-Cond-Item32-A_no_call_Fill_0,68_cluster_HdaliensisNBRC106472.cluster001|77aaf4|1315-1504|9252|68_cluster_HdaliensisNBRC106472.cluster001-3532-Item4-Cond-Item5-A_asp_Fill_0
105:'68',D,'68','68'@0.066;'68',D,'68','68'@0.13:101,104
104:'68',D,'68','68'@0.13;'68',D,'68','68'@0.25:68_cluster_HdaliensisNBRC106472.cluster001|55deb0|2375-2558|9280|68_cluster_HdaliensisNBRC106472.cluster001-3547-Item16-Cond-Item17-A_ser_Fill_0,68_cluster_HdaliensisNBRC106472.cluster001|4de7cc|302-484|9335|68_cluster_HdaliensisNBRC106472.cluster001-3548-Item43-Cond-Item44-A_asn_Fill_0
101:'68',D,'68','68'@0.13;'68',D,'68','68'@0.15:68_cluster_HdaliensisNBRC106472.cluster001|55deb0|301-484|9268|68_cluster_HdaliensisNBRC106472.cluster001-3547-Item10-Cond-Item11-A_no_call_Fill_0,100
100:'68',D,'68','68'@0.15;'68',D,'68','68'@0.13:68_cluster_HdaliensisNBRC106472.cluster001|4de7cc|7537-7724|9377|68_cluster_HdaliensisNBRC106472.cluster001-3548-Item64-Cond-Item65-A_asp_Fill_0,99
99:'68',D,'68','68'@0.13;'68',D,'68','68'@0.091:89,98
98:'68',D,'68','68'@0.091;'68',D,'68','68'@0.12:92,97
97:'68',D,'68','68'@0.12;'68',D,'68','68'@0.17:68_cluster_HdaliensisNBRC106472.cluster001|55deb0|8520-8705|9316|68_cluster_HdaliensisNBRC106472.cluster001-3547-Item34-Cond-Item35-A_no_call_Fill_0,96
96:'68',D,'68','68'@0.17;'68',D,'68','68'@0.23:68_cluster_HdaliensisNBRC106472.cluster001|4de7cc|6452-6642|9371|68_cluster_HdaliensisNBRC106472.cluster001-3548-Item61-Cond-Item62-A_no_call_Fill_0,68_cluster_HdaliensisNBRC106472.cluster001|4de7cc|2324-2503|9347|68_cluster_HdaliensisNBRC106472.cluster001-3548-Item49-Cond-Item50-A_no_call_Fill_0
92:'68',D,'68','68'@0.12;'68',D,'68','68'@0.25:68_cluster_HdaliensisNBRC106472.cluster001|55deb0|9568-9758|9322|68_cluster_HdaliensisNBRC106472.cluster001-3547-Item37-Cond-Item38-A_tyr_Fill_0,68_cluster_HdaliensisNBRC106472.cluster001|4de7cc|1309-1499|9341|68_cluster_HdaliensisNBRC106472.cluster001-3548-Item46-Cond-Item47-A_tyr_Fill_0
89:'68',D,'68','68'@0.091;'68',D,'68','68'@0.17:68_cluster_HdaliensisNBRC106472.cluster001|55deb0|1346-1540|9274|68_cluster_HdaliensisNBRC106472.cluster001-3547-Item13-Cond-Item14-A_asp_Fill_0,88
88:'68',D,'68','68'@0.17;'68',D,'68','68'@0.23:68_cluster_HdaliensisNBRC106472.cluster001|4de7cc|4417-4608|9359|68_cluster_HdaliensisNBRC106472.cluster001-3548-Item55-Cond-Item56-A_asp_Fill_0,68_cluster_HdaliensisNBRC106472.cluster001|55deb0|5498-5690|9298|68_cluster_HdaliensisNBRC106472.cluster001-3547-Item25-Cond-Item26-A_no_call_Fill_0
81:'68',T,'67','68'@0.075;'67',T,'67','69'@0.071:67_cluster_STLI053.cluster001|e171e6|4550-4742|9141|67_cluster_STLI053.cluster001-3498-Item45-Cond-Item46-A_gly_Fill_0,80
80:'67',T,'67','69'@0.071;'69',T,'69','67'@0.071:72,79
79:'69',T,'69','67'@0.071;'67',T,'67','69'@0.065:75,78
78:'67',T,'67','69'@0.065;'69',T,'67','69'@0.21:67_cluster_STLI053.cluster001|4e2fef|343-531|9076|67_cluster_STLI053.cluster001-3497-Item13-Cond-Item14-A_no_call_Fill_0,69_cluster_MchersinaDSM44151|60540f|341-529|9464|69_cluster_MchersinaDSM44151-3596-Item9-Cond-Item10-A_hpg_Fill_0
75:'67',T,'67','69'@0.065;'67',D,'67','67'@0.25:67_cluster_STLI053.cluster001|4e2fef|4621-4816|9100|67_cluster_STLI053.cluster001-3497-Item25-Cond-Item26-A_no_call_Fill_0,67_cluster_STLI053.cluster001|e171e6|6698-6891|9153|67_cluster_STLI053.cluster001-3498-Item51-Cond-Item52-A_no_call_Fill_0
72:'69',T,'69','67'@0.071;'69',D,'69','69'@0.18:69_cluster_MchersinaDSM44151|89c115|2432-2624|9517|69_cluster_MchersinaDSM44151-3597-Item35-Cond-Item36-A_thr_Fill_0,71
71:'69',D,'69','69'@0.18;'69',D,'69','69'@0.24:69_cluster_MchersinaDSM44151|89c115|4547-4741|9529|69_cluster_MchersinaDSM44151-3597-Item41-Cond-Item42-A_gly_Fill_0,69_cluster_MchersinaDSM44151|60540f|4613-4806|9488|69_cluster_MchersinaDSM44151-3596-Item21-Cond-Item22-A_hpg_Fill_0
66:'68',T,'67','68'@0.037;'67',T,'67','69'@0.18:67_cluster_STLI053.cluster001|4e2fef|6344-6535|9110|67_cluster_STLI053.cluster001-3497-Item30-Cond-Item31-A_phe_Fill_0,69_cluster_MchersinaDSM44151|60540f|6239-6428|9498|69_cluster_MchersinaDSM44151-3596-Item26-Cond-Item27-A_phe_Fill_0
63:104,TTD,-1,104@0.84;-1,TFD,'50',-1@0.036:49,62
62:-1,TFD,'50',-1@0.036;-1,TFD,-1,'70'@0.057:70_cluster_TLI55.cluster001|412004|3436-3628|9702|70_cluster_TLI55.cluster001-3659-Item20-Cond-Item21-A_tyr_Fill_0,61
61:-1,TFD,-1,'70'@0.057;'70',D,'70','70'@0.11:57,60
60:'70',D,'70','70'@0.11;'70',D,'70','70'@0.24:70_cluster_TLI55.cluster001|412004|6559-6750|9720|70_cluster_TLI55.cluster001-3659-Item29-Cond-Item30-A_no_call_Fill_0,70_cluster_TLI55.cluster001|412004|5518-5708|9714|70_cluster_TLI55.cluster001-3659-Item26-Cond-Item27-A_no_call_Fill_0
57:'70',D,'70','70'@0.11;'70',D,'70','70'@0.16:70_cluster_TLI55.cluster001|412004|7609-7799|9726|70_cluster_TLI55.cluster001-3659-Item32-Cond-Item33-A_no_call_Fill_0,56
56:'70',D,'70','70'@0.16;'70',D,'70','70'@0.16:70_cluster_TLI55.cluster001|412004|4481-4671|9708|70_cluster_TLI55.cluster001-3659-Item23-Cond-Item24-A_no_call_Fill_0,55
55:'70',D,'70','70'@0.16;'70',D,'70','70'@0.23:70_cluster_TLI55.cluster001|412004|1352-1542|9690|70_cluster_TLI55.cluster001-3659-Item14-Cond-Item15-A_no_call_Fill_0,70_cluster_TLI55.cluster001|412004|2397-2586|9696|70_cluster_TLI55.cluster001-3659-Item17-Cond-Item18-A_no_call_Fill_0
70_cluster_TLI55.cluster001|412004|3436-3628|9702|70_cluster_TLI55.cluster001-3659-Item20-Cond-Item21-A_tyr_Fill_0:-1,TFD,-1,'70'@0.057;-1,TLFD,-1,'70'@0.35
49:-1,TFD,'50',-1@0.036;'50',T,'50','13'@0.027:41,48
48:'50',T,'50','13'@0.027;'13',T,'13',69@0.07:13_cluster_AspOK074cluster1|4c3536|1041-1231|1779|13_cluster_AspOK074cluster1-687-Item9-Cond-Item10-A_trp_Fill_0,47
47:'13',T,'13',69@0.07;69,T,'50',69@0.18:50_cluster_WAC01529|abd45d|2464-2657|6661|50_cluster_WAC01529-2565-Item9-Cond-Item10-A_trp_Fill_0,46
46:69,T,'50',69@0.18;69,S,'31','32'@1:31_cluster_SluteocolorNRBC13826|ba0325|3451-3644|4091|31_cluster_SluteocolorNRBC13826-1608-Item13-Cond-Item14-A_trp_Fill_0,32_cluster_Ssilaceus-1|7cf6a6|3451-3644|4206|32_cluster_Ssilaceus-1-1651-Item13-Cond-Item14-A_trp_Fill_0
41:'50',T,'50','13'@0.027;'50',T,'50',69@0.12:50_cluster_WAC01529|abd45d|1400-1590|6655|50_cluster_WAC01529-2565-Item6-Cond-Item7-A_nrp_Fill_0,40
40:'50',T,'50',69@0.12;69,D,69,69@0.26:36,39
39:69,D,69,69@0.26;69,S,'31','32'@1:31_cluster_SluteocolorNRBC13826|ba0325|2388-2577|4085|31_cluster_SluteocolorNRBC13826-1608-Item10-Cond-Item11-A_nrp_Fill_0,32_cluster_Ssilaceus-1|7cf6a6|2388-2577|4200|32_cluster_Ssilaceus-1-1651-Item10-Cond-Item11-A_nrp_Fill_0
36:69,D,69,69@0.26;69,S,'31','32'@1:31_cluster_SluteocolorNRBC13826|ba0325|1324-1514|4079|31_cluster_SluteocolorNRBC13826-1608-Item7-Cond-Item8-A_nrp_Fill_0,32_cluster_Ssilaceus-1|7cf6a6|1324-1514|4194|32_cluster_Ssilaceus-1-1651-Item7-Cond-Item8-A_nrp_Fill_0
32:108,S,107,104@1;107,D,107,107@0.17:24,31
31:107,D,107,107@0.17;107,D,107,107@0.28:27,30
30:107,D,107,107@0.28;107,S,'12','56'@1:12_cluster_ArifDSM43936-2|ff535b|3400-3594|1580|12_cluster_ArifDSM43936-1-658-Item20-Cond-Item21-A_ser_Fill_0,56_cluster_WAC06369|6e6f2f|3400-3594|7613|56_cluster_WAC06369-2953-Item50-Cond-Item51-A_ser_Fill_0
27:107,D,107,107@0.28;107,S,'12','56'@1:12_cluster_ArifDSM43936-4|04fca8|3582-3777|1660|12_cluster_ArifDSM43936-1-661-Item11-Cond-Item12-A_nrp_Fill_0,56_cluster_WAC06369|6e6f2f|8631-8826|7643|56_cluster_WAC06369-2953-Item65-Cond-Item66-A_nrp_Fill_0
24:107,D,107,107@0.17;107,D,107,107@0.13:8,23
23:107,D,107,107@0.13;107,D,107,107@0.17:11,22
22:107,D,107,107@0.17;107,D,107,107@0.16:14,21
21:107,D,107,107@0.16;107,D,107,107@0.23:17,20
20:107,D,107,107@0.23;107,S,'12','56'@1:12_cluster_ArifDSM43936-4|04fca8|1504-1782|1648|12_cluster_ArifDSM43936-1-661-Item5-Cond-Item6-A_nrp_Fill_0,56_cluster_WAC06369|6e6f2f|6553-6831|7631|56_cluster_WAC06369-2953-Item59-Cond-Item60-A_nrp_Fill_0
17:107,D,107,107@0.23;107,S,'12','56'@1:12_cluster_ArifDSM43936-3|b905de|1974-2248|1597|12_cluster_ArifDSM43936-1-659-Item6-Cond-Item7-A_nrp_Fill_0,56_cluster_WAC06369|3856d8|1950-2224|7530|56_cluster_WAC06369-2950-Item10-Cond-Item11-A_nrp_Fill_0
14:107,D,107,107@0.16;107,S,'12','56'@1:12_cluster_ArifDSM43936-2|ff535b|2362-2553|1574|12_cluster_ArifDSM43936-1-658-Item17-Cond-Item18-A_nrp_Fill_0,56_cluster_WAC06369|6e6f2f|2362-2553|7607|56_cluster_WAC06369-2953-Item47-Cond-Item48-A_nrp_Fill_0
11:107,D,107,107@0.17;107,S,'12','56'@1:12_cluster_ArifDSM43936-2|ff535b|1328-1606|1568|12_cluster_ArifDSM43936-1-658-Item14-Cond-Item15-A_nrp_Fill_0,56_cluster_WAC06369|6e6f2f|1328-1606|7601|56_cluster_WAC06369-2953-Item44-Cond-Item45-A_nrp_Fill_0
8:107,D,107,107@0.13;107,D,107,107@0.2:2,7
7:107,D,107,107@0.2;107,S,'56','12'@0.52:56_cluster_WAC06369|6e6f2f|4443-4636|7619|56_cluster_WAC06369-2953-Item53-Cond-Item54-A_nrp_Fill_0,6
6:107,S,'56','12'@0.52;'12',T,'12','56'@0.26:12_cluster_ArifDSM43936-2|6da040|2132-2320|1551|12_cluster_ArifDSM43936-1-657-Item6-Cond-Item7-A_nrp_Fill_0,56_cluster_WAC06369|394215|2402-2590|7584|56_cluster_WAC06369-2952-Item36-Cond-Item37-A_nrp_Fill_0
2:107,D,107,107@0.2;107,S,'12','56'@1:12_cluster_ArifDSM43936-4|04fca8|2542-2736|1654|12_cluster_ArifDSM43936-1-661-Item8-Cond-Item9-A_nrp_Fill_0,56_cluster_WAC06369|6e6f2f|7591-7785|7637|56_cluster_WAC06369-2953-Item62-Cond-Item63-A_nrp_Fill_0
