1008:112,D,112,112@1:186,1007
1007:112,D,112,112@1;112,D,112,112@1:249,1006
67_cluster_STLI053.cluster001|af6ce2|816-919|9174|67_cluster_STLI053.cluster001-3476-Item2-A_thr-Item3-PCP_Fill_0:110,S,109,48@1;109,SL,108,95@1;95,SL,93,'67'@1
244:110,D,110,110@1;110,S,48,109@1:210,243
243:110,S,48,109@1;109,S,95,108@1:54_cluster_WAC05379-3|c68161|1948-2049|7300|54_cluster_WAC05379-1-2852-Item20-A_no_call-Item21-PCP_Fill_0,242
242:109,S,95,108@1;108,T,108,40@1:224,241
241:108,T,108,40@1;40,S,39,36@1:227,240
240:40,S,39,36@1;36,S,35,32@1:230,239
239:36,S,35,32@1;32,S,'11',30@1:11_cluster_AregGY080|d0f836|1451-1524|1464|11_cluster_AregGY080-601-Item4-A_bht-Item5-PCP_Fill_0,238
238:32,S,'11',30@1;30,SL,29,24@1;24,S,'03',22@1:03_cluster_AalbaDSM44262|b89e0c|1448-1521|350|03_cluster_AalbaDSM44262-95-Item4-A_bht-Item5-PCP_Fill_0,237
237:24,S,'03',22@1;22,SL,21,16@1;16,S,'09',14@1:09_cluster_AOHO0100074|5a50ae|1449-1522|1210|09_cluster_AOHO0100074-461-Item4-A_bht-Item5-PCP_Fill_0,236
236:16,S,'09',14@1;14,SL,'55',12@1;12,SL,6,11@1;11,SL,'07',9@1;9,S,'40','51'@1:40_cluster_Vancomycin|b91546|1450-1523|5201|40_cluster_Vancomycin-1955-Item4-A_bht|tyr-Item5-PCP_Fill_0,51_cluster_WAC4169cluster051|ba280c|1452-1525|6821|51_cluster_WAC4169cluster051-2640-Item29-A_bht-Item28-PCP_Fill_0
230:36,S,35,32@1;35,S,'14','05'@1:14_cluster_Balhimycin|c600a7|1450-1523|1881|14_cluster_Balhimycin-708-Item4-A_bht-Item5-PCP_Fill_0,05_cluster_AbalhimycinaFH1894|8cd520|1450-1523|611|05_cluster_AbalhimycinaFH1894-230-Item4-A_bht-Item5-PCP_Fill_0
227:40,S,39,36@1;39,S,'18','26'@1:18_cluster_Chloroeremomycin-1|4e2bb9|1447-1520|2381|18_cluster_Chloroeremomycin-1-960-Item4-A_bht-Item5-PCP_Fill_0,26_cluster_KaridNRRLB16535chlor|4e2bb9|1447-1520|3441|26_cluster_KaridNRRLB16535chlor-1354-Item4-A_bht-Item5-PCP_Fill_0
224:108,T,108,40@1;108,S,104,107@1:220,223
223:108,S,104,107@1;107,T,'29',107@0.25:29_cluster_pekiskomycin|48a09c|1480-1553|3809|29_cluster_pekiskomycin-1526-Item4-A_tyr-Item5-PCP_Fill_0,47_cluster_WAC1420|6cb684|1468-1541|6263|47_cluster_WAC1420-2415-Item4-A_tyr-Item5-PCP_Fill_0
47_cluster_WAC1420|6cb684|1468-1541|6263|47_cluster_WAC1420-2415-Item4-A_tyr-Item5-PCP_Fill_0:107,T,'29',107@0.25;107,TL,107,'47'@0.25
220:108,S,104,107@1;104,S,102,'68'@1:48_cluster_WAC1424cluster109|3b5f08|1436-1509|6358|48_cluster_WAC1424cluster109-2485-Item27-A_tyr-Item26-PCP_Fill_0,219
219:104,S,102,'68'@1;'68',T,'68',45@1:02_cluster_A47934|96a3b7|1448-1520|218|02_cluster_A47934-63-Item7-A_tyr-Item8-PCP_Fill_0,218
218:'68',T,'68',45@1;45,S,'10',43@1:10_cluster_ArectNRRLB16090|91b351|1467-1540|1358|10_cluster_ArectNRRLB16090-519-Item4-A_tyr-Item5-PCP_Fill_0,217
217:45,S,'10',43@1;43,S,'60','39'@1:60_cluster_AsubtropicusNRRLB24665|9b0aff|1447-1520|8052|60_cluster_AsubtropicusNRRLB24665-3098-Item4-A_tyr-Item5-PCP_Fill_0,39_cluster_UK68597|94efaf|1448-1521|5092|39_cluster_UK68597-1909-Item4-A_tyr-Item5-PCP_Fill_0
02_cluster_A47934|96a3b7|1448-1520|218|02_cluster_A47934-63-Item7-A_tyr-Item8-PCP_Fill_0:'68',T,'68',45@1;'68',TL,'68','02'@1
48_cluster_WAC1424cluster109|3b5f08|1436-1509|6358|48_cluster_WAC1424cluster109-2485-Item27-A_tyr-Item26-PCP_Fill_0:104,S,102,'68'@1;102,SL,100,'48'@1
54_cluster_WAC05379-3|c68161|1948-2049|7300|54_cluster_WAC05379-1-2852-Item20-A_no_call-Item21-PCP_Fill_0:109,S,95,108@1;95,SL,93,'67'@1;'67',TL,'67','54'@1
210:110,S,48,109@1;48,SL,47,40@1;40,S,39,36@0.33:07_cluster_AkerFH1893nogabecin|0ae4e5|1451-1524|878|07_cluster_AkerFH1893nogabecin-338-Item4-A_bht-Item5-PCP_Fill_0,209
209:40,S,39,36@0.33;36,SL,35,32@0.33;32,SL,'11',30@0.67;30,S,29,24@1:193,208
208:30,S,29,24@1;24,S,'03',22@1:55_cluster_WAC05977|c79709|1439-1512|7415|55_cluster_WAC05977-2902-Item4-A_bht-Item5-PCP_Fill_0,207
207:24,S,'03',22@1;22,S,16,21@1:201,206
206:22,S,16,21@1;21,S,'04',19@1:04_cluster_AazureaDSM43854|eaed41|1443-1516|474|04_cluster_AazureaDSM43854-157-Item4-A_bht-Item5-PCP_Fill_0,205
205:21,S,'04',19@1;19,S,'08','52'@1:08_cluster_AlurRistocetin|f97b18|1440-1513|1076|08_cluster_AlurRistocetin-431-Item29-A_bht-Item28-PCP_Fill_0,52_cluster_WAC4182cluster089|7af037|1442-1515|7050|52_cluster_WAC4182cluster089-2743-Item30-A_bht-Item29-PCP_Fill_0
201:22,S,16,21@1;16,S,'09',14@0.2:53_cluster_WAC4197cluster073|c876dd|1441-1514|7164|53_cluster_WAC4197cluster073-2787-Item4-A_bht-Item5-PCP_Fill_0,200
200:16,S,'09',14@0.2;14,SL,'55',12@0.2;12,SL,11,6@0.4;6,S,'06',4@0.6:06_cluster_Ajap-Ristocetin|fe5f01|1442-1515|756|06_cluster_Ajap-Ristocetin-284-Item4-A_bht-Item5-PCP_Fill_0,199
199:6,S,'06',4@0.6;4,SL,'53',2@0.6;2,S,'25','27'@1:25_cluster_JPLW01000007|106ba6|1439-1512|3279|25_cluster_JPLW01000007-1281-Item4-A_bht-Item5-PCP_Fill_0,27_cluster_KF882511-Ristocetin|106ba6|1439-1512|3583|27_cluster_KF882511-Ristocetin-1414-Item4-A_bht-Item5-PCP_Fill_0
53_cluster_WAC4197cluster073|c876dd|1441-1514|7164|53_cluster_WAC4197cluster073-2787-Item4-A_bht-Item5-PCP_Fill_0:16,S,'09',14@0.2;'09',TL,'09','53'@0.2
55_cluster_WAC05977|c79709|1439-1512|7415|55_cluster_WAC05977-2902-Item4-A_bht-Item5-PCP_Fill_0:24,S,'03',22@1;'03',TL,'03','55'@1
193:30,S,29,24@1;29,S,'45',27@1:45_cluster_WAC1376cluster143|ff21dc|1428-1501|5928|45_cluster_WAC1376cluster143-2263-Item28-A_bht-Item27-PCP_Fill_0,192
192:29,S,'45',27@1;27,S,'44','46'@1:44_cluster_WAC1375|b413c5|1450-1523|5732|44_cluster_WAC1375-2127-Item4-A_bht|tyr-Item5-PCP_Fill_0,46_cluster_WAC1416cluster068|92ab0d|1452-1525|6072|46_cluster_WAC1416cluster068-2304-Item4-A_bht-Item5-PCP_Fill_0
07_cluster_AkerFH1893nogabecin|0ae4e5|1451-1524|878|07_cluster_AkerFH1893nogabecin-338-Item4-A_bht-Item5-PCP_Fill_0:40,S,39,36@0.33;39,TL,39,'07'@0.33
71_cluster_Kistamicin|8e9844|3406-3486|9808|71_cluster_Kistamicin-3712-Item19-A_tyr-Item20-PCP_Fill_0:112,S,'X1',110@1;'X1',TL,'X1','71'@1
186:112,D,112,112@1;112,SL,'X1',110@1;110,S,48,109@1:124,185
185:110,S,48,109@1;109,SL,95,108@1;108,S,107,104@1:07_cluster_AkerFH1893nogabecin|13612f|880-954|889|07_cluster_AkerFH1893nogabecin-339-Item9-A_phe-Item10-PCP_Fill_0,184
184:108,S,107,104@1;104,S,'68',102@1:146,183
183:104,S,'68',102@1;102,S,'48',100@1:173,182
182:102,S,'48',100@1;100,T,60,100@1:02_cluster_A47934|cfe15e|856-930|153|02_cluster_A47934-64-Item11-A_dpg-Item12-PCP_Fill_0,181
181:100,T,60,100@1;100,S,'28',98@1:177,180
180:100,S,'28',98@1;98,SL,'71','01'@1;'01',D,'01','01'@1:01_cluster_A40926|b69bf0|858-932|97|01_cluster_A40926-13-Item6-A_dpg-Item5-PCP_Fill_0,01_cluster_A40926|3799f5|1455-1529|108|01_cluster_A40926-14-Item10-A_tyr-Item9-PCP_Fill_0
177:100,S,'28',98@1;'28',D,'28','28'@1:28_cluster_NcoxDSM45129|12d4f1|1450-1524|3703|28_cluster_NcoxDSM45129-1493-Item7-A_tyr-Item8-PCP_Fill_0,28_cluster_NcoxDSM45129|4a58b3|878-952|3714|28_cluster_NcoxDSM45129-1494-Item12-A_dhpg-Item13-PCP_Fill_0
02_cluster_A47934|cfe15e|856-930|153|02_cluster_A47934-64-Item11-A_dpg-Item12-PCP_Fill_0:100,T,60,100@1;60,SL,'29',58@1;58,SL,'49','02'@1
173:102,S,'48',100@1;'48',T,'48',30@0.33:165,172
172:'48',T,'48',30@0.33;30,S,24,29@0.33:04_cluster_AazureaDSM43854|058076|879-953|483|04_cluster_AazureaDSM43854-158-Item8-A_dhpg-Item9-PCP_Fill_0,171
171:30,S,24,29@0.33;29,S,'45',27@1:45_cluster_WAC1376cluster143|6396c3|857-931|5871|45_cluster_WAC1376cluster143-2262-Item24-A_dhpg-Item23-PCP_Fill_0,170
170:29,S,'45',27@1;27,S,'44','46'@1:44_cluster_WAC1375|86eb70|853-927|5669|44_cluster_WAC1375-2128-Item8-A_dpg-Item9-PCP_Fill_0,46_cluster_WAC1416cluster068|4017ae|857-931|6080|46_cluster_WAC1416cluster068-2305-Item8-A_dhpg-Item9-PCP_Fill_0
04_cluster_AazureaDSM43854|058076|879-953|483|04_cluster_AazureaDSM43854-158-Item8-A_dhpg-Item9-PCP_Fill_0:30,S,24,29@0.33;24,SL,'03',22@0.33;22,SL,16,21@0.33;21,SL,19,'04'@0.33
165:'48',T,'48',30@0.33;'48',T,'48',6@0.5:48_cluster_WAC1424cluster109|3f00df|857-931|6366|48_cluster_WAC1424cluster109-2484-Item23-A_dhpg-Item22-PCP_Fill_0,164
164:'48',T,'48',6@0.5;6,T,6,'39'@0.25:160,163
163:6,T,6,'39'@0.25;'39',T,'39','60'@0.5:39_cluster_UK68597|b35ee4|879-953|5101|39_cluster_UK68597-1910-Item8-A_dpg-Item9-PCP_Fill_0,60_cluster_AsubtropicusNRRLB24665|33354c|881-955|8063|60_cluster_AsubtropicusNRRLB24665-3099-Item9-A_dhpg-Item10-PCP_Fill_0
160:6,T,6,'39'@0.25;6,D,6,6@1:150,159
159:6,D,6,6@1;6,S,4,'06'@1:53_cluster_WAC4197cluster073|41ac20|852-926|7216|53_cluster_WAC4197cluster073-2788-Item8-A_dhpg-Item9-PCP_Fill_0,158
158:6,S,4,'06'@1;'06',T,'06',19@0.5:06_cluster_Ajap-Ristocetin|276c55|871-945|767|06_cluster_Ajap-Ristocetin-285-Item9-A_dpg-Item10-PCP_Fill_0,157
157:'06',T,'06',19@0.5;19,T,'55',19@0.5:55_cluster_WAC05977|95f0b5|846-920|7464|55_cluster_WAC05977-2903-Item8-A_dhpg-Item9-PCP_Fill_0,156
156:19,T,'55',19@0.5;19,S,'08','52'@1:08_cluster_AlurRistocetin|abf26e|846-920|1016|08_cluster_AlurRistocetin-430-Item25-A_dpg-Item24-PCP_Fill_0,52_cluster_WAC4182cluster089|c61315|870-944|7061|52_cluster_WAC4182cluster089-2742-Item25-A_dhpg-Item24-PCP_Fill_0
53_cluster_WAC4197cluster073|41ac20|852-926|7216|53_cluster_WAC4197cluster073-2788-Item8-A_dhpg-Item9-PCP_Fill_0:6,S,4,'06'@1;4,SL,2,'53'@1
150:6,D,6,6@1;6,SL,'06',4@1;4,SL,'53',2@1;2,S,'25','27'@1:25_cluster_JPLW01000007|e2e0bc|871-945|3290|25_cluster_JPLW01000007-1282-Item9-A_dpg-Item10-PCP_Fill_0,27_cluster_KF882511-Ristocetin|e2e0bc|871-945|3594|27_cluster_KF882511-Ristocetin-1415-Item9-A_dpg-Item10-PCP_Fill_0
146:104,S,'68',102@1;'68',T,'68','47'@1:142,145
145:'68',T,'68','47'@1;'47',T,'29','47'@1:29_cluster_pekiskomycin|cb4f2e|1283-1363|3817|29_cluster_pekiskomycin-1527-Item8-A_leu-Item9-PCP_Fill_0,47_cluster_WAC1420|6cb684|2957-3037|6271|47_cluster_WAC1420-2415-Item8-A_leu-Item9-PCP_Fill_0
142:'68',T,'68','47'@1;'68',T,'68',36@1:03_cluster_AalbaDSM44262|b89e0c|2945-3025|358|03_cluster_AalbaDSM44262-95-Item8-A_asn-Item9-PCP_Fill_0,141
141:'68',T,'68',36@1;36,S,35,32@1:133,140
140:36,S,35,32@1;32,S,'11',30@1:11_cluster_AregGY080|d0f836|2971-3051|1472|11_cluster_AregGY080-601-Item8-A_asn-Item9-PCP_Fill_0,139
139:32,S,'11',30@1;30,SL,29,24@1;24,SL,'03',22@1;22,SL,21,16@1;16,S,'09',14@1:09_cluster_AOHO0100074|5a50ae|2965-3045|1218|09_cluster_AOHO0100074-461-Item8-A_asn-Item9-PCP_Fill_0,138
138:16,S,'09',14@1;14,SL,'55',12@1;12,SL,6,11@1;11,SL,'07',9@1;9,S,'51','40'@1:51_cluster_WAC4169cluster051|ba280c|2968-3048|6829|51_cluster_WAC4169cluster051-2640-Item25-A_asn-Item24-PCP_Fill_0,40_cluster_Vancomycin|b91546|2966-3046|5209|40_cluster_Vancomycin-1955-Item8-A_asn-Item9-PCP_Fill_0
133:36,S,35,32@1;35,T,39,35@1:129,132
132:35,T,39,35@1;35,S,'05','14'@1:05_cluster_AbalhimycinaFH1894|8cd520|2971-3051|619|05_cluster_AbalhimycinaFH1894-230-Item8-A_asn-Item9-PCP_Fill_0,14_cluster_Balhimycin|c600a7|2971-3051|1889|14_cluster_Balhimycin-708-Item8-A_asn-Item9-PCP_Fill_0
129:35,T,39,35@1;39,S,'18','26'@1:18_cluster_Chloroeremomycin-1|4e2bb9|2972-3052|2389|18_cluster_Chloroeremomycin-1-960-Item8-A_asn-Item9-PCP_Fill_0,26_cluster_KaridNRRLB16535chlor|4e2bb9|2972-3052|3449|26_cluster_KaridNRRLB16535chlor-1354-Item8-A_asn-Item9-PCP_Fill_0
03_cluster_AalbaDSM44262|b89e0c|2945-3025|358|03_cluster_AalbaDSM44262-95-Item8-A_asn-Item9-PCP_Fill_0:'68',T,'68',36@1;'68',TL,'68','03'@1
07_cluster_AkerFH1893nogabecin|13612f|880-954|889|07_cluster_AkerFH1893nogabecin-339-Item9-A_phe-Item10-PCP_Fill_0:108,S,107,104@1;107,TL,107,'07'@1
124:110,S,48,109@1;48,S,40,47@1:60,123
123:48,S,40,47@1;47,SL,'69',45@1;45,S,43,'10'@1:117,122
122:45,S,43,'10'@1;'10',D,'10','10'@1:10_cluster_ArectNRRLB16090|9ee539|860-932|1315|10_cluster_ArectNRRLB16090-520-Item9-A_hpg-Item10-PCP_Fill_0,121
121:'10',D,'10','10'@1;'10',D,'10','10'@1:10_cluster_ArectNRRLB16090|9ee539|2360-2432|1323|10_cluster_ArectNRRLB16090-520-Item13-A_hpg-Item14-PCP_Fill_0,10_cluster_ArectNRRLB16090|91b351|424-495|1352|10_cluster_ArectNRRLB16090-519-Item1-A_hpg-Item2-PCP_Fill_0
117:45,S,43,'10'@1;43,S,'60','39'@1:60_cluster_AsubtropicusNRRLB24665|9b0aff|427-501|8046|60_cluster_AsubtropicusNRRLB24665-3098-Item1-A_hpg-Item2-PCP_Fill_0,116
116:43,S,'60','39'@1;'39',T,'39','48'@1:92,115
115:'39',T,'39','48'@1;'48',T,'48',30@1:48_cluster_WAC1424cluster109|3b5f08|417-489|6352|48_cluster_WAC1424cluster109-2485-Item30-A_hpg-Item29-PCP_Fill_0,114
114:'48',T,'48',30@1;30,S,29,24@1:98,113
113:30,S,29,24@1;24,S,'03',22@0.33:105,112
112:24,S,'03',22@0.33;22,D,22,22@0.33:52_cluster_WAC4182cluster089|7af037|425-497|7044|52_cluster_WAC4182cluster089-2743-Item33-A_hpg-Item32-PCP_Fill_0,111
111:22,D,22,22@0.33;22,S,16,21@0.33:55_cluster_WAC05977|c79709|423-495|7409|55_cluster_WAC05977-2902-Item1-A_hpg-Item2-PCP_Fill_0,110
110:22,S,16,21@0.33;21,S,19,'04'@0.33:08_cluster_AlurRistocetin|f97b18|423-495|1070|08_cluster_AlurRistocetin-431-Item32-A_hpg-Item31-PCP_Fill_0,04_cluster_AazureaDSM43854|eaed41|424-496|468|04_cluster_AazureaDSM43854-157-Item1-A_hpg-Item2-PCP_Fill_0
08_cluster_AlurRistocetin|f97b18|423-495|1070|08_cluster_AlurRistocetin-431-Item32-A_hpg-Item31-PCP_Fill_0:21,S,19,'04'@0.33;19,SL,'52','08'@0.33
55_cluster_WAC05977|c79709|423-495|7409|55_cluster_WAC05977-2902-Item1-A_hpg-Item2-PCP_Fill_0:22,S,16,21@0.33;16,SL,'09',14@0.33;14,SL,12,'55'@0.33
52_cluster_WAC4182cluster089|7af037|425-497|7044|52_cluster_WAC4182cluster089-2743-Item33-A_hpg-Item32-PCP_Fill_0:22,D,22,22@0.33;22,SL,16,21@0.33;21,SL,'04',19@0.33;19,SL,'08','52'@0.67
105:24,S,'03',22@0.33;'03',TL,'03',6@0.33;6,S,'06',4@1:06_cluster_Ajap-Ristocetin|fe5f01|426-498|750|06_cluster_Ajap-Ristocetin-284-Item1-A_hpg-Item2-PCP_Fill_0,104
104:6,S,'06',4@1;4,S,'53',2@1:53_cluster_WAC4197cluster073|c876dd|425-497|7158|53_cluster_WAC4197cluster073-2787-Item1-A_hpg-Item2-PCP_Fill_0,103
103:4,S,'53',2@1;2,S,'25','27'@1:25_cluster_JPLW01000007|106ba6|423-495|3273|25_cluster_JPLW01000007-1281-Item1-A_hpg-Item2-PCP_Fill_0,27_cluster_KF882511-Ristocetin|106ba6|423-495|3577|27_cluster_KF882511-Ristocetin-1414-Item1-A_hpg-Item2-PCP_Fill_0
98:30,S,29,24@1;29,S,'45',27@1:45_cluster_WAC1376cluster143|ff21dc|411-483|5922|45_cluster_WAC1376cluster143-2263-Item31-A_hpg-Item30-PCP_Fill_0,97
97:29,S,'45',27@1;27,S,'44','46'@1:44_cluster_WAC1375|b413c5|429-501|5726|44_cluster_WAC1375-2127-Item1-A_hpg|hpg2cl-Item2-PCP_Fill_0,46_cluster_WAC1416cluster068|92ab0d|431-503|6066|46_cluster_WAC1416cluster068-2304-Item1-A_hpg-Item2-PCP_Fill_0
92:'39',T,'39','48'@1;'39',T,100,'39'@1:64,91
91:'39',T,100,'39'@1;'39',T,'39',11@1:79,90
90:'39',T,'39',11@1;11,S,'07',9@1:07_cluster_AkerFH1893nogabecin|0ae4e5|430-502|872|07_cluster_AkerFH1893nogabecin-338-Item1-A_hpg-Item2-PCP_Fill_0,89
89:11,S,'07',9@1;9,T,9,'09'@0.5:85,88
88:9,T,9,'09'@0.5;'09',T,'09','11'@0.5:09_cluster_AOHO0100074|5a50ae|428-502|1204|09_cluster_AOHO0100074-461-Item1-A_leu-Item2-PCP_Fill_0,11_cluster_AregGY080|d0f836|430-504|1458|11_cluster_AregGY080-601-Item1-A_nrp-Item2-PCP_Fill_0
85:9,T,9,'09'@0.5;9,T,'03',9@1:03_cluster_AalbaDSM44262|b89e0c|427-501|344|03_cluster_AalbaDSM44262-95-Item1-A_nrp-Item2-PCP_Fill_0,84
84:9,T,'03',9@1;9,S,'40','51'@1:40_cluster_Vancomycin|b91546|429-503|5195|40_cluster_Vancomycin-1955-Item1-A_d-leu-Item2-PCP_Fill_0,51_cluster_WAC4169cluster051|ba280c|431-505|6815|51_cluster_WAC4169cluster051-2640-Item32-A_nrp-Item31-PCP_Fill_0
79:'39',T,'39',11@1;'39',T,35,'39'@0.25:75,78
78:'39',T,35,'39'@0.25;'39',T,'02','39'@1:02_cluster_A47934|96a3b7|426-498|212|02_cluster_A47934-63-Item4-A_hpg-Item5-PCP_Fill_0,39_cluster_UK68597|94efaf|427-501|5086|39_cluster_UK68597-1909-Item1-A_hpg-Item2-PCP_Fill_0
75:'39',T,35,'39'@0.25;35,T,'29',35@0.12:67,74
74:35,T,'29',35@0.12;35,T,39,35@0.5:70,73
73:35,T,39,35@0.5;35,S,'05','14'@1:05_cluster_AbalhimycinaFH1894|8cd520|429-503|605|05_cluster_AbalhimycinaFH1894-230-Item1-A_leu-Item2-PCP_Fill_0,14_cluster_Balhimycin|c600a7|429-503|1875|14_cluster_Balhimycin-708-Item1-A_leu-Item2-PCP_Fill_0
70:35,T,39,35@0.5;39,S,'18','26'@1:18_cluster_Chloroeremomycin-1|4e2bb9|426-500|2375|18_cluster_Chloroeremomycin-1-960-Item1-A_leu-Item2-PCP_Fill_0,26_cluster_KaridNRRLB16535chlor|4e2bb9|426-500|3435|26_cluster_KaridNRRLB16535chlor-1354-Item1-A_nrp-Item2-PCP_Fill_0
67:35,T,'29',35@0.12;'29',T,'47','29'@0.5:47_cluster_WAC1420|6cb684|441-516|6257|47_cluster_WAC1420-2415-Item1-A_no_call-Item2-PCP_Fill_0,29_cluster_pekiskomycin|48a09c|448-523|3803|29_cluster_pekiskomycin-1526-Item1-A_no_call-Item2-PCP_Fill_0
64:'39',T,100,'39'@1;100,S,98,'28'@1:01_cluster_A40926|3799f5|428-502|102|01_cluster_A40926-14-Item13-A_hpg|hpg2cl-Item12-PCP_Fill_0,28_cluster_NcoxDSM45129|12d4f1|423-497|3697|28_cluster_NcoxDSM45129-1493-Item4-A_hpg-Item5-PCP_Fill_0
01_cluster_A40926|3799f5|428-502|102|01_cluster_A40926-14-Item13-A_hpg|hpg2cl-Item12-PCP_Fill_0:100,S,98,'28'@1;98,SL,'71','01'@1
60:48,S,40,47@1;40,S,39,36@1:2,59
59:40,S,39,36@1;36,T,36,'47'@1:25,58
58:36,T,36,'47'@1;'47',T,'47',21@1:28,57
57:'47',T,'47',21@1;21,S,19,'04'@1:47,56
56:21,S,19,'04'@1;'04',T,'04','02'@0.12:04_cluster_AazureaDSM43854|40c465|928-1005|492|04_cluster_AazureaDSM43854-159-Item12-A_hpg-Item13-PCP_Fill_0,55
55:'04',T,'04','02'@0.12;'02',T,'60','02'@0.12:60_cluster_AsubtropicusNRRLB24665|294514|880-956|8074|60_cluster_AsubtropicusNRRLB24665-3100-Item14-A_hpg-Item15-PCP_Fill_0,54
54:'02',T,'60','02'@0.12;'02',T,'39','02'@0.25:39_cluster_UK68597|e5e4cd|881-957|5115|39_cluster_UK68597-1912-Item14-A_hpg-Item15-PCP_Fill_0,53
53:'02',T,'39','02'@0.25;'02',T,'48','02'@0.5:48_cluster_WAC1424cluster109|2a4bff|880-956|6331|48_cluster_WAC1424cluster109-2483-Item18-A_hpg-Item17-PCP_Fill_0,02_cluster_A47934|3c365b|879-955|166|02_cluster_A47934-65-Item17-A_hpg-Item18-PCP_Fill_0
47:21,S,19,'04'@1;19,T,19,29@1:41,46
46:19,T,19,29@1;29,S,'45',27@1:45_cluster_WAC1376cluster143|89a266|870-946|5898|45_cluster_WAC1476cluster143-2261-Item20-A_hpg-Item19-PCP_Fill_0,45
45:29,S,'45',27@1;27,S,'44','46'@1:44_cluster_WAC1375|5eeb3d|874-950|5678|44_cluster_WAC1375-2129-Item12-A_hpg-Item13-PCP_Fill_0,46_cluster_WAC1416cluster068|d6e140|874-950|6089|46_cluster_WAC1416cluster068-2306-Item12-A_hpg-Item13-PCP_Fill_0
41:19,T,19,29@1;19,T,4,19@1:35,40
40:19,T,4,19@1;19,S,'52','08'@1:52_cluster_WAC4182cluster089|6721ad|870-946|6993|52_cluster_WAC4182cluster089-2741-Item21-A_hpg-Item20-PCP_Fill_0,39
39:19,S,'52','08'@1;'08',T,'08','55'@1:08_cluster_AlurRistocetin|b5adf0|870-946|1046|08_cluster_AlurRistocetin-429-Item21-A_hpg-Item20-PCP_Fill_0,55_cluster_WAC05977|7779c3|870-946|7429|55_cluster_WAC05977-2904-Item12-A_hpg-Item13-PCP_Fill_0
35:19,T,4,19@1;4,S,'53',2@1:31,34
34:4,S,'53',2@1;2,S,'25','27'@1:25_cluster_JPLW01000007|f68926|870-946|3299|25_cluster_JPLW01000007-1283-Item13-A_hpg-Item14-PCP_Fill_0,27_cluster_KF882511-Ristocetin|f68926|870-946|3603|27_cluster_KF882511-Ristocetin-1416-Item13-A_hpg-Item14-PCP_Fill_0
31:4,S,'53',2@1;'53',T,'06','53'@1:06_cluster_Ajap-Ristocetin|b7eff3|870-946|776|06_cluster_Ajap-Ristocetin-286-Item13-A_hpg-Item14-PCP_Fill_0,53_cluster_WAC4197cluster073|a35ef6|870-946|7178|53_cluster_WAC4197cluster073-2789-Item12-A_hpg-Item13-PCP_Fill_0
28:'47',T,'47',21@1;'47',T,'29','47'@1:29_cluster_pekiskomycin|61ac15|891-967|3826|29_cluster_pekiskomycin-1529-Item12-A_hpg|hpg2cl-Item13-PCP_Fill_0,47_cluster_WAC1420|713508|896-973|6211|47_cluster_WAC1420-2418-Item12-A_tyr-Item13-PCP_Fill_0
25:36,T,36,'47'@1;36,S,32,35@1:11_cluster_AregGY080|ac6242|880-956|1498|11_cluster_AregGY080-602-Item13-A_hpg-Item14-PCP_Fill_0,24
24:36,S,32,35@1;35,T,35,102@1:18,23
23:35,T,35,102@1;102,S,'48',100@1:07_cluster_AkerFH1893nogabecin|5b689a|877-953|898|07_cluster_AkerFH1893nogabecin-340-Item13-A_hpg-Item14-PCP_Fill_0,22
22:102,S,'48',100@1;100,S,98,'28'@1:01_cluster_A40926|2105e4|880-956|62|01_cluster_A40926-23-Item16-A_hpg|hpg2cl-Item17-PCP_Fill_0,28_cluster_NcoxDSM45129|26d899|878-954|3732|28_cluster_NcoxDSM45129-1495-Item16-A_hpg-Item17-PCP_Fill_0
01_cluster_A40926|2105e4|880-956|62|01_cluster_A40926-23-Item16-A_hpg|hpg2cl-Item17-PCP_Fill_0:100,S,98,'28'@1;98,SL,'71','01'@1
07_cluster_AkerFH1893nogabecin|5b689a|877-953|898|07_cluster_AkerFH1893nogabecin-340-Item13-A_hpg-Item14-PCP_Fill_0:102,S,'48',100@1;'48',TL,'48','07'@1
18:35,T,35,102@1;35,T,24,35@0.5:14,17
17:35,T,24,35@0.5;35,S,'05','14'@1:05_cluster_AbalhimycinaFH1894|903de1|880-956|628|05_cluster_AbalhimycinaFH1894-231-Item12-A_hpg-Item13-PCP_Fill_0,14_cluster_Balhimycin|69cf6a|880-956|1841|14_cluster_Balhimycin-709-Item12-A_hpg-Item13-PCP_Fill_0
14:35,T,24,35@0.5;24,T,39,24@0.5:6,13
13:24,T,39,24@0.5;24,S,'03',22@1:03_cluster_AalbaDSM44262|311e81|880-956|290|03_cluster_AalbaDSM44262-96-Item13-A_hpg-Item14-PCP_Fill_0,12
12:24,S,'03',22@1;22,SL,21,16@1;16,S,'09',14@1:09_cluster_AOHO0100074|ca1b25|880-956|1183|09_cluster_AOHO0100074-462-Item12-A_hpg|hpg2cl-Item13-PCP_Fill_0,11
11:16,S,'09',14@1;14,SL,'55',12@1;12,SL,6,11@1;11,SL,'07',9@1;9,S,'40','51'@1:40_cluster_Vancomycin|aa4140|880-956|5217|40_cluster_Vancomycin-1956-Item12-A_hpg-Item13-PCP_Fill_0,51_cluster_WAC4169cluster051|66fb6a|880-956|6865|51_cluster_WAC4169cluster051-2638-Item21-A_hpg-Item20-PCP_Fill_0
