1064:112,D,112,112@1:318,1063
1063:112,D,112,112@1;112,D,112,112@0.58:377,1062
230:'28',T,90,'28'@1;'28',T,'01','28'@1:01_cluster_A40926|b69bf0|466-857|96|01_cluster_A40926-13-Item6-A_dpg_0,28_cluster_NcoxDSM45129|4a58b3|486-877|3713|28_cluster_NcoxDSM45129-1494-Item12-A_dhpg_0
227:'28',T,90,'28'@1;90,S,'45',88@1:45_cluster_WAC1376cluster143|6396c3|465-856|5870|45_cluster_WAC1376cluster143-2262-Item24-A_dhpg_0,226
226:90,S,'45',88@1;88,S,'44','46'@1:44_cluster_WAC1375|86eb70|461-852|5668|44_cluster_WAC1375-2128-Item8-A_dpg_0,46_cluster_WAC1416cluster068|4017ae|465-856|6079|46_cluster_WAC1416cluster068-2305-Item8-A_dhpg_0
48_cluster_WAC1424cluster109|3f00df|465-856|6365|48_cluster_WAC1424cluster109-2484-Item23-A_dhpg_0:53,S,51,'28'@1;51,SL,49,'48'@1
07_cluster_AkerFH1893nogabecin|13612f|488-879|888|07_cluster_AkerFH1893nogabecin-339-Item9-A_phe_0:59,S,58,55@1;58,TL,58,'07'@1
220:60,S,46,59@0.97;46,T,46,108@0.97:158,219
219:46,T,46,108@0.97;108,S,'69',106@0.97:71_cluster_Kistamicin|8e9844|1513-1907|9799|71_cluster_Kistamicin-3712-Item15-A_no_call_0,218
218:108,S,'69',106@0.97;106,S,'10',104@0.97:10_cluster_ArectNRRLB16090|9ee539|465-859|1314|10_cluster_ArectNRRLB16090-520-Item9-A_hpg_0,217
217:106,S,'10',104@0.97;104,T,53,104@0.97:48_cluster_WAC1424cluster109|2a4bff|481-879|6330|48_cluster_WAC1424cluster109-2483-Item18-A_hpg_0,216
216:104,T,53,104@0.97;104,T,104,53@0.48:166,215
215:104,T,104,53@0.48;53,T,53,'47'@0.26:169,214
214:53,T,53,'47'@0.26;'47',T,'47',97@0.25:196,213
213:'47',T,'47',97@0.25;97,T,100,97@0.5:199,212
212:97,T,100,97@0.5;97,S,96,93@1:202,211
211:97,S,96,93@1;93,S,'11',91@1:11_cluster_AregGY080|ac6242|481-879|1497|11_cluster_AregGY080-602-Item13-A_hpg_0,210
210:93,S,'11',91@1;91,SL,90,85@1;85,S,84,81@1:03_cluster_AalbaDSM44262|311e81|481-879|289|03_cluster_AalbaDSM44262-96-Item13-A_hpg_0,209
209:85,S,84,81@1;81,S,'09',79@1:09_cluster_AOHO0100074|ca1b25|481-879|1182|09_cluster_AOHO0100074-462-Item12-A_hpg|hpg2cl_0,208
208:81,S,'09',79@1;79,SL,78,73@1;73,SL,67,72@1;72,SL,'07',70@1;70,S,'40','51'@1:40_cluster_Vancomycin|aa4140|481-879|5216|40_cluster_Vancomycin-1956-Item12-A_hpg_0,51_cluster_WAC4169cluster051|66fb6a|481-879|6864|51_cluster_WAC4169cluster051-2638-Item21-A_hpg_0
03_cluster_AalbaDSM44262|311e81|481-879|289|03_cluster_AalbaDSM44262-96-Item13-A_hpg_0:85,S,84,81@1;84,SL,'04','03'@1
202:97,S,96,93@1;96,S,'05','14'@1:05_cluster_AbalhimycinaFH1894|903de1|481-879|627|05_cluster_AbalhimycinaFH1894-231-Item12-A_hpg_0,14_cluster_Balhimycin|69cf6a|481-879|1840|14_cluster_Balhimycin-709-Item12-A_hpg_0
199:97,T,100,97@0.5;100,S,'18','26'@1:18_cluster_Chloroeremomycin-1|2871d2|481-879|2397|18_cluster_Chloroeremomycin-1-961-Item12-A_hpg_0,26_cluster_KaridNRRLB16535chlor|2871d2|481-879|3457|26_cluster_KaridNRRLB16535chlor-1355-Item12-A_hpg_0
196:'47',T,'47',97@0.25;'47',T,91,'47'@0.28:192,195
195:'47',T,91,'47'@0.28;'47',T,'29','47'@1:29_cluster_pekiskomycin|61ac15|481-890|3825|29_cluster_pekiskomycin-1529-Item12-A_hpg|hpg2cl_0,47_cluster_WAC1420|713508|480-895|6210|47_cluster_WAC1420-2418-Item12-A_tyr_0
192:'47',T,91,'47'@0.28;91,S,85,90@0.28:172,191
191:91,S,85,90@0.28;90,T,90,76@0.071:177,190
190:90,T,90,76@0.071;76,T,65,76@0.071:184,189
189:76,T,65,76@0.071;76,S,'52','08'@0.69:52_cluster_WAC4182cluster089|6721ad|471-869|6992|52_cluster_WAC4182cluster089-2741-Item21-A_hpg_0,188
188:76,S,'52','08'@0.69;'08',T,'08','55'@0.69:08_cluster_AlurRistocetin|b5adf0|471-869|1045|08_cluster_AlurRistocetin-429-Item21-A_hpg_0,55_cluster_WAC05977|7779c3|471-869|7428|55_cluster_WAC05977-2904-Item12-A_hpg_0
184:76,T,65,76@0.071;65,S,63,'53'@0.61:180,183
183:65,S,63,'53'@0.61;'53',T,'53','06'@0.61:53_cluster_WAC4197cluster073|a35ef6|471-869|7177|53_cluster_WAC4197cluster073-2789-Item12-A_hpg_0,06_cluster_Ajap-Ristocetin|b7eff3|471-869|775|06_cluster_Ajap-Ristocetin-286-Item13-A_hpg_0
180:65,S,63,'53'@0.61;63,S,'25','27'@1:25_cluster_JPLW01000007|f68926|471-869|3298|25_cluster_JPLW01000007-1283-Item13-A_hpg_0,27_cluster_KF882511-Ristocetin|f68926|471-869|3602|27_cluster_KF882511-Ristocetin-1416-Item13-A_hpg_0
177:90,T,90,76@0.071;90,S,'45',88@1:45_cluster_WAC1376cluster143|89a266|471-869|5897|45_cluster_WAC1376cluster143-2261-Item20-A_hpg_0,176
176:90,S,'45',88@1;88,S,'44','46'@1:44_cluster_WAC1375|5eeb3d|475-873|5677|44_cluster_WAC1375-2129-Item12-A_hpg_0,46_cluster_WAC1416cluster068|d6e140|475-873|6088|46_cluster_WAC1416cluster068-2306-Item12-A_hpg_0
172:91,S,85,90@0.28;85,SL,81,84@0.19;84,S,'04','03'@0.3:04_cluster_AazureaDSM43854|40c465|530-927|491|04_cluster_AazureaDSM43854-159-Item12-A_hpg_0,07_cluster_AkerFH1893nogabecin|5b689a|478-876|897|07_cluster_AkerFH1893nogabecin-340-Item13-A_hpg_0
07_cluster_AkerFH1893nogabecin|5b689a|478-876|897|07_cluster_AkerFH1893nogabecin-340-Item13-A_hpg_0:84,S,'04','03'@0.3;'03',TL,'03','07'@0.3
169:53,T,53,'47'@0.26;53,S,51,'28'@1:01_cluster_A40926|2105e4|481-879|61|01_cluster_A40926-23-Item16-A_hpg|hpg2cl_0,28_cluster_NcoxDSM45129|26d899|481-877|3731|28_cluster_NcoxDSM45129-1495-Item16-A_hpg_0
01_cluster_A40926|2105e4|481-879|61|01_cluster_A40926-23-Item16-A_hpg|hpg2cl_0:53,S,51,'28'@1;51,SL,'48',49@1;49,SL,'71','01'@1
166:104,T,104,53@0.48;104,T,12,104@0.95:02_cluster_A47934|3c365b|480-878|165|02_cluster_A47934-65-Item17-A_hpg_0,165
165:104,T,12,104@0.95;104,S,'39','60'@0.99:39_cluster_UK68597|e5e4cd|482-880|5114|39_cluster_UK68597-1912-Item14-A_hpg_0,60_cluster_AsubtropicusNRRLB24665|294514|481-879|8073|60_cluster_AsubtropicusNRRLB24665-3100-Item14-A_hpg_0
02_cluster_A47934|3c365b|480-878|165|02_cluster_A47934-65-Item17-A_hpg_0:104,T,12,104@0.95;12,SL,6,11@0.95;11,SL,'29',9@0.95;9,SL,'49','02'@0.95
48_cluster_WAC1424cluster109|2a4bff|481-879|6330|48_cluster_WAC1424cluster109-2483-Item18-A_hpg_0:104,T,53,104@0.97;53,SL,'28',51@0.98;51,SL,49,'48'@0.98
71_cluster_Kistamicin|8e9844|1513-1907|9799|71_cluster_Kistamicin-3712-Item15-A_no_call_0:108,S,'69',106@0.97;'69',TL,'69','71'@0.97
158:46,T,46,108@0.97;46,S,'67',44@1:68,157
157:46,S,'67',44@1;44,S,43,30@1:91,156
156:44,S,43,30@1;30,S,28,'42'@1:94,155
155:30,S,28,'42'@1;'42',T,27,'42'@1:109,154
154:'42',T,27,'42'@1;'42',T,21,'42'@0.5:144,153
153:'42',T,21,'42'@0.5;'42',D,'42','42'@1:42_cluster_WAC00631|c8684d|483-885|5460|42_cluster_WAC00631-2042-Item17-A_hpg_0,152
152:'42',D,'42','42'@1;'42',D,'42','42'@1:42_cluster_WAC00631|27de41|487-888|5428|42_cluster_WAC00631-2040-Item2-A_hpg_0,151
151:'42',D,'42','42'@1;'42',D,'42','42'@1:42_cluster_WAC00631|01badb|484-884|5489|42_cluster_WAC00631-2043-Item31-A_hpg_0,150
150:'42',D,'42','42'@1;'42',D,'42','42'@1:42_cluster_WAC00631|19b4d7|491-911|5447|42_cluster_WAC00631-2041-Item11-A_hpg_0,42_cluster_WAC00631|c8684d|2033-2433|5468|42_cluster_WAC00631-2042-Item21-A_hpg_0
144:'42',T,21,'42'@0.5;21,T,43,21@0.5:122,143
143:21,T,43,21@0.5;21,S,17,20@1:125,142
142:21,S,17,20@1;20,D,20,20@1:128,141
141:20,D,20,20@1;20,T,'13',20@0.5:137,140
140:20,T,'13',20@0.5;20,S,'31','32'@1:31_cluster_SluteocolorNRBC13826|dfb632|484-883|4113|31_cluster_SluteocolorNRBC13826-1610-Item24-A_hpg_0,32_cluster_Ssilaceus-2|cb43ed|484-883|4244|32_cluster_Ssilaceus-1-1654-Item7-A_hpg_0
137:20,T,'13',20@0.5;'13',T,'50','13'@0.5:131,136
136:'13',T,'50','13'@0.5;'13',D,'13','13'@1:13_cluster_AspOK074cluster1|c390a6|0-276|1699|13_cluster_AspOK074cluster1-689-Item14-A_hpg_0,135
135:'13',D,'13','13'@1;'13',D,'13','13'@1:13_cluster_AspOK074cluster1|ff28ca|487-888|1710|13_cluster_AspOK074cluster1-690-Item19-A_hpg_0,13_cluster_AspOK074cluster1|480669|0-358|1767|13_cluster_AspOK074cluster1-686-Item4-A_hpg_0
131:'13',T,'50','13'@0.5;'50',D,'50','50'@1:50_cluster_WAC01529|876399|493-895|6671|50_cluster_WAC01529-2566-Item14-A_hpg_0,50_cluster_WAC01529|9b5162|506-908|6684|50_cluster_WAC01529-2567-Item20-A_hpg_0
128:20,D,20,20@1;20,S,'31','32'@1:31_cluster_SluteocolorNRBC13826|a43e36|475-876|4100|31_cluster_SluteocolorNRBC13826-1609-Item18-A_hpg_0,32_cluster_Ssilaceus-2|ed2ead|41-442|4231|32_cluster_Ssilaceus-1-1653-Item1-A_hpg_0
125:21,S,17,20@1;17,S,'35','50'@1:35_cluster_SspNRRLS1521-1|1f6808|495-899|4596|35_cluster_SspNRRLS1521-1-1756-Item4-A_hpg_0,50_cluster_WAC01529|abd45d|517-918|6650|50_cluster_WAC01529-2565-Item4-A_hpg_0
122:21,T,43,21@0.5;43,S,41,'62'@1:112,121
121:43,S,41,'62'@1;'62',T,'62',35@1:62_cluster_SspCNQ329.cluster001|f73c1e|483-883|8302|62_cluster_SspCNQ329.cluster001-3216-Item23-A_no_call_0,120
120:'62',T,'62',35@1;35,S,33,'65'@1:116,119
119:35,S,33,'65'@1;'65',T,'63','65'@1:63_cluster_SspCNQ525.cluster001|4ed3e5|483-883|8493|63_cluster_SspCNQ525.cluster001-3272-Item25-A_hpg|hpg2cl_0,65_cluster_SspCNT371.cluster001|f326c5|483-883|8794|65_cluster_SspCNT371.cluster001-3384-Item25-A_hpg|hpg2cl_0
116:35,S,33,'65'@1;33,S,'64','66'@1:64_cluster_SspCNQ865.cluster001|180773|483-882|8602|64_cluster_SspCNQ865.cluster001-3328-Item25-A_hpg|hpg2cl_0,66_cluster_SspCNY243.cluster001|731b10|483-882|8953|66_cluster_SspCNY243.cluster001-3438-Item25-A_hpg|hpg2cl_0
112:43,S,41,'62'@1;41,SL,37,40@1;40,S,'33','58'@1:33_cluster_SspCNQ509|436ed9|483-884|4406|33_cluster_SspCNQ509-1694-Item25-A_hpg_0,58_cluster_WAC06738cluster004|d9a549|483-884|7867|58_cluster_WAC06738cluster004-3023-Item22-A_hpg_0
109:'42',T,27,'42'@1;27,D,27,27@1:97,108
108:27,D,27,27@1;27,D,27,27@1:100,107
107:27,D,27,27@1;27,D,27,27@1:103,106
106:27,D,27,27@1;27,S,'57','59'@1:57_cluster_WAC06725|20c8cf|465-868|7697|57_cluster_WAC06725-2977-Item11-A_hpg|hpg2cl_0,59_cluster_WAC06783|108337|495-898|7945|59_cluster_WAC06783-3058-Item11-A_hpg_0
103:27,D,27,27@1;27,S,'57','59'@1:57_cluster_WAC06725|451761|2011-2413|7718|57_cluster_WAC06725-2978-Item21-A_hpg|hpg2cl_0,59_cluster_WAC06783|42685d|2011-2413|7966|59_cluster_WAC06783-3059-Item21-A_hpg_0
100:27,D,27,27@1;27,S,'57','59'@1:57_cluster_WAC06725|451761|483-877|7710|57_cluster_WAC06725-2978-Item17-A_hpg|hpg2cl_0,59_cluster_WAC06783|42685d|483-877|7958|59_cluster_WAC06783-3059-Item17-A_hpg_0
97:27,D,27,27@1;27,S,'57','59'@1:57_cluster_WAC06725|09ed46|503-913|7679|57_cluster_WAC06725-2976-Item2-A_no_call_0,59_cluster_WAC06783|64e4a6|487-897|7926|59_cluster_WAC06783-3057-Item2-A_hpg_0
94:30,S,28,'42'@1;28,SL,24,27@1;27,S,'57','59'@1:57_cluster_WAC06725|689653|484-886|7741|57_cluster_WAC06725-2979-Item31-A_hpg|hpg2cl_0,59_cluster_WAC06783|725a6d|484-886|7989|59_cluster_WAC06783-3060-Item31-A_hpg_0
91:44,S,43,30@1;43,TL,43,4@1;4,S,'61',2@0.33:73,90
90:4,S,'61',2@0.33;2,D,2,2@0.67:84,89
89:2,D,2,2@0.67;2,S,'43','54'@0.67:43_cluster_WAC01325|e1a992|570-870|5619|43_cluster_WAC01325-2079-Item9-A_hpg_0,88
88:2,S,'43','54'@0.67;'54',T,'61','54'@0.67:61_cluster_FNTE|890b38|573-870|8171|61_cluster_FNTE-3136-Item9-A_hpg|hpg2cl_0,54_cluster_WAC05379-2|59f544|221-517|7249|54_cluster_WAC05379-1-2849-Item1-A_hpg|hpg2cl_0
84:2,D,2,2@0.67;2,D,2,2@1:78,83
83:2,D,2,2@1;2,S,'43','54'@1:43_cluster_WAC01325|536b71|119-412|5602|43_cluster_WAC01325-2078-Item1-A_hpg_0,82
82:2,S,'43','54'@1;'54',T,'54','61'@1:54_cluster_WAC05379-1|edff73|117-412|7233|54_cluster_WAC05379-1-2847-Item1-A_hpg|hpg2cl_0,61_cluster_FNTE|5a217a|119-412|8227|61_cluster_FNTE-3135-Item1-A_hpg|hpg2cl_0
78:2,D,2,2@1;2,S,'43','54'@1:43_cluster_WAC01325|b6db0d|2077-2374|5567|43_cluster_WAC01325-2080-Item19-A_hpg_0,77
77:2,S,'43','54'@1;'54',T,'54','61'@1:54_cluster_WAC05379-3|ba39af|2085-2381|7272|54_cluster_WAC05379-1-2851-Item8-A_hpg|hpg2cl_0,61_cluster_FNTE|83000e|2000-2376|8192|61_cluster_FNTE-3137-Item19-A_hpg|hpg2cl_0
73:4,S,'61',2@0.33;'61',T,'61',2@0.33:61_cluster_FNTE|83000e|483-879|8184|61_cluster_FNTE-3137-Item15-A_hpg|hpg2cl_0,72
72:'61',T,'61',2@0.33;2,S,'54','43'@1:54_cluster_WAC05379-3|ba39af|490-886|7264|54_cluster_WAC05379-1-2851-Item4-A_hpg|hpg2cl_0,43_cluster_WAC01325|b6db0d|483-879|5559|43_cluster_WAC01325-2080-Item15-A_hpg_0
68:46,S,'67',44@1;'67',TL,'67',2@1;2,S,'54','43'@1:54_cluster_WAC05379-3|c68161|483-878|7293|54_cluster_WAC05379-1-2852-Item17-A_hpg|hpg2cl_0,67
67:2,S,'54','43'@1;'43',T,'61','43'@1:61_cluster_FNTE|ff42bb|483-878|8213|61_cluster_FNTE-3138-Item28-A_hpg|hpg2cl_0,43_cluster_WAC01325|b58f24|483-878|5588|43_cluster_WAC01325-2081-Item28-A_hpg_0
63:110,S,109,60@1;109,SL,101,108@1;108,SL,'69',106@1;106,S,'10',104@1:10_cluster_ArectNRRLB16090|9ee539|1936-2359|1322|10_cluster_ArectNRRLB16090-520-Item13-A_hpg_0,62
62:106,S,'10',104@1;104,T,104,53@0.86:8,61
61:104,T,104,53@0.86;53,S,'28',51@0.86:02_cluster_A47934|3c365b|1976-2369|173|02_cluster_A47934-65-Item21-A_hpg_0,60
60:53,S,'28',51@0.86;51,S,'48',49@0.86:48_cluster_WAC1424cluster109|2a4bff|1976-2383|6338|48_cluster_WAC1424cluster109-2483-Item14-A_hpg_0,59
59:51,S,'48',49@0.86;49,T,49,85@0.85:17,58
58:49,T,49,85@0.85;85,S,81,84@1:38,57
57:85,S,81,84@1;84,T,84,100@1:53,56
56:84,T,84,100@1;100,S,'18','26'@1:18_cluster_Chloroeremomycin-1|2871d2|1981-2376|2405|18_cluster_Chloroeremomycin-1-961-Item16-A_hpg_0,26_cluster_KaridNRRLB16535chlor|2871d2|1981-2376|3465|26_cluster_KaridNRRLB16535chlor-1355-Item16-A_hpg_0
53:84,T,84,100@1;84,T,96,84@1:41,52
52:84,T,96,84@1;84,S,'04','03'@1:04_cluster_AazureaDSM43854|40c465|2007-2400|499|04_cluster_AazureaDSM43854-159-Item16-A_hpg_0,51
51:84,S,'04','03'@1;'03',T,'03','11'@0.5:03_cluster_AalbaDSM44262|311e81|1968-2362|297|03_cluster_AalbaDSM44262-96-Item17-A_hpg_0,50
50:'03',T,'03','11'@0.5;'11',T,'11',70@0.25:11_cluster_AregGY080|ac6242|1973-2367|1505|11_cluster_AregGY080-602-Item17-A_hpg_0,49
49:'11',T,'11',70@0.25;70,T,'09',70@0.5:09_cluster_AOHO0100074|ca1b25|1973-2368|1190|09_cluster_AOHO0100074-462-Item16-A_hpg|hpg2cl_0,48
48:70,T,'09',70@0.5;70,S,'40','51'@1:40_cluster_Vancomycin|aa4140|1969-2364|5224|40_cluster_Vancomycin-1956-Item16-A_hpg|hpg2cl_0,51_cluster_WAC4169cluster051|66fb6a|1969-2364|6872|51_cluster_WAC4169cluster051-2638-Item17-A_hpg_0
41:84,T,96,84@1;96,S,'05','14'@1:05_cluster_AbalhimycinaFH1894|903de1|1980-2375|635|05_cluster_AbalhimycinaFH1894-231-Item16-A_hpg_0,14_cluster_Balhimycin|69cf6a|1980-2375|1848|14_cluster_Balhimycin-709-Item16-A_hpg_0
38:85,S,81,84@1;81,SL,'09',79@0.66;79,S,73,78@0.33:07_cluster_AkerFH1893nogabecin|5b689a|1968-2363|905|07_cluster_AkerFH1893nogabecin-340-Item17-A_hpg_0,37
37:79,S,73,78@0.33;78,T,78,90@0.17:31,36
36:78,T,78,90@0.17;90,S,'45',88@1:45_cluster_WAC1376cluster143|89a266|1945-2336|5905|45_cluster_WAC1376cluster143-2261-Item16-A_hpg_0,35
35:90,S,'45',88@1;88,S,'44','46'@1:44_cluster_WAC1375|5eeb3d|1952-2342|5685|44_cluster_WAC1375-2129-Item16-A_hpg_0,46_cluster_WAC1416cluster068|d6e140|1949-2339|6096|46_cluster_WAC1416cluster068-2306-Item16-A_hpg_0
31:78,T,78,90@0.17;78,SL,'55',76@0.083;76,T,65,76@0.25:25,30
30:76,T,65,76@0.25;76,S,'52','08'@0.83:52_cluster_WAC4182cluster089|6721ad|1940-2330|7000|52_cluster_WAC4182cluster089-2741-Item17-A_hpg_0,29
29:76,S,'52','08'@0.83;'08',T,'55','08'@0.83:55_cluster_WAC05977|7779c3|1936-2326|7436|55_cluster_WAC05977-2904-Item16-A_hpg_0,08_cluster_AlurRistocetin|b5adf0|1942-2332|1053|08_cluster_AlurRistocetin-429-Item17-A_hpg_0
25:76,T,65,76@0.25;65,S,'53',63@0.75:53_cluster_WAC4197cluster073|a35ef6|1938-2328|7185|53_cluster_WAC4197cluster073-2789-Item16-A_hpg_0,24
24:65,S,'53',63@0.75;63,T,'06',63@0.75:06_cluster_Ajap-Ristocetin|b7eff3|1938-2328|783|06_cluster_Ajap-Ristocetin-286-Item17-A_hpg_0,23
23:63,T,'06',63@0.75;63,S,'25','27'@1:25_cluster_JPLW01000007|f68926|1938-2328|3306|25_cluster_JPLW01000007-1283-Item17-A_hpg_0,27_cluster_KF882511-Ristocetin|f68926|1938-2328|3610|27_cluster_KF882511-Ristocetin-1416-Item17-A_hpg_0
07_cluster_AkerFH1893nogabecin|5b689a|1968-2363|905|07_cluster_AkerFH1893nogabecin-340-Item17-A_hpg_0:79,S,73,78@0.33;73,SL,67,72@0.33;72,SL,70,'07'@0.67
17:49,T,49,85@0.85;49,S,'71','01'@0.29:13,16
16:49,S,'71','01'@0.29;'01',T,'01','28'@0.64:01_cluster_A40926|2105e4|1971-2371|69|01_cluster_A40926-23-Item20-A_tyr_0,28_cluster_NcoxDSM45129|26d899|1972-2372|3739|28_cluster_NcoxDSM45129-1495-Item20-A_hpg_0
13:49,S,'71','01'@0.29;'71',TL,'71','29'@0.071;'29',T,'29','47'@0.5:29_cluster_pekiskomycin|61ac15|1989-2400|3833|29_cluster_pekiskomycin-1529-Item16-A_hpg|hpg2cl_0,47_cluster_WAC1420|713508|1995-2406|6218|47_cluster_WAC1420-2418-Item16-A_tyr_0
02_cluster_A47934|3c365b|1976-2369|173|02_cluster_A47934-65-Item21-A_hpg_0:53,S,'28',51@0.86;'28',TL,'28','02'@0.86
8:104,T,104,53@0.86;104,S,'39','60'@1:39_cluster_UK68597|e5e4cd|1981-2376|5122|39_cluster_UK68597-1912-Item18-A_hpg|tyr_0,60_cluster_AsubtropicusNRRLB24665|294514|1974-2368|8081|60_cluster_AsubtropicusNRRLB24665-3100-Item18-A_hpg_0
4:112,S,'X1',110@1;'X1',TL,'X1','71'@1;'71',D,'71','71'@1:71_cluster_Kistamicin|c2bb94|470-872|9816|71_cluster_Kistamicin-3713-Item23-A_no_call_0,3
3:'71',D,'71','71'@1;'71',D,'71','71'@1:71_cluster_Kistamicin|8e9844|481-871|9793|71_cluster_Kistamicin-3712-Item12-A_no_call_0,71_cluster_Kistamicin|011102|524-914|9850|71_cluster_Kistamicin-3711-Item7-A_no_call_0
