1028:93,T,93,40@0.12:172,1027
1027:93,T,93,40@0.12;40,S,36,39@inf:843,1026
206:107,D,107,107@-nan;107,S,'12','56'@-nan:12_cluster_ArifDSM43936-4|04fca8|42-111|1639|12_cluster_ArifDSM43936-1-661-Item1-PCP_0,56_cluster_WAC06369|6e6f2f|5091-5160|7622|56_cluster_WAC06369-2953-Item55-PCP_0
203:107,D,107,107@-nan;107,D,107,107@-nan:195,202
202:107,D,107,107@-nan;107,D,107,107@-nan:198,201
201:107,D,107,107@-nan;107,S,'12','56'@-nan:12_cluster_ArifDSM43936-2|ff535b|941-1010|1565|12_cluster_ArifDSM43936-1-658-Item13-PCP_0,56_cluster_WAC06369|6e6f2f|941-1010|7598|56_cluster_WAC06369-2953-Item43-PCP_0
198:107,D,107,107@-nan;107,S,'12','56'@-nan:12_cluster_ArifDSM43936-2|ff535b|3011-3080|1577|12_cluster_ArifDSM43936-1-658-Item19-PCP_0,56_cluster_WAC06369|6e6f2f|3011-3080|7610|56_cluster_WAC06369-2953-Item49-PCP_0
195:107,D,107,107@-nan;107,S,'12','56'@-nan:12_cluster_ArifDSM43936-2|ff535b|1978-2043|1571|12_cluster_ArifDSM43936-1-658-Item16-PCP_0,56_cluster_WAC06369|6e6f2f|1978-2043|7604|56_cluster_WAC06369-2953-Item46-PCP_0
56_cluster_WAC06369|6e6f2f|4059-4124|7616|56_cluster_WAC06369-2953-Item52-PCP_0:71,TTD,-1,71@-nan;-1,TLFD,-1,'56'@-nan
191:71,T,107,71@-nan;107,D,107,107@-nan:179,190
190:107,D,107,107@-nan;107,D,107,107@-nan:182,189
189:107,D,107,107@-nan;107,D,107,107@-nan:185,188
188:107,D,107,107@-nan;107,S,'12','56'@-nan:12_cluster_ArifDSM43936-3|b905de|1586-1655|1594|12_cluster_ArifDSM43936-1-659-Item5-PCP_0,56_cluster_WAC06369|3856d8|1562-1631|7527|56_cluster_WAC06369-2950-Item9-PCP_0
185:107,D,107,107@-nan;107,S,'12','56'@-nan:12_cluster_ArifDSM43936-4|04fca8|4234-4302|1663|12_cluster_ArifDSM43936-1-661-Item13-PCP_0,56_cluster_WAC06369|6e6f2f|9283-9351|7646|56_cluster_WAC06369-2953-Item67-PCP_0
182:107,D,107,107@-nan;107,S,'12','56'@-nan:12_cluster_ArifDSM43936-2|6da040|1739-1807|1548|12_cluster_ArifDSM43936-1-657-Item5-PCP_0,56_cluster_WAC06369|394215|2009-2077|7581|56_cluster_WAC06369-2952-Item35-PCP_0
179:107,D,107,107@-nan;107,S,'12','56'@-nan:12_cluster_ArifDSM43936-2|6da040|670-738|1542|12_cluster_ArifDSM43936-1-657-Item2-PCP_0,56_cluster_WAC06369|394215|940-1008|7575|56_cluster_WAC06369-2952-Item32-PCP_0
176:77,T,107,77@inf;107,S,'12','56'@-nan:12_cluster_ArifDSM43936-3|b905de|745-812|1588|12_cluster_ArifDSM43936-1-659-Item2-PCP_0,56_cluster_WAC06369|3856d8|721-788|7521|56_cluster_WAC06369-2950-Item6-PCP_0
70_cluster_TLI55.cluster001|1dcea7|970-1035|9666|70_cluster_TLI55.cluster001-3658-Item3-PCP_0:77,TTD,-1,77@inf;-1,TLFD,-1,'70'@-nan
172:93,T,93,40@0.12;93,TTD,-1,93@inf:36,171
171:93,TTD,-1,93@inf;93,TTD,-1,93@inf:69,170
170:93,TTD,-1,93@inf;93,S,92,79@inf:158,169
169:93,S,92,79@inf;79,TTD,-1,79@inf:163,168
168:79,TTD,-1,79@inf;79,S,'42',77@inf:42_cluster_WAC00631|c8684d|969-1035|5462|42_cluster_WAC00631-2042-Item18-PCP_0,167
167:79,S,'42',77@inf;77,SL,73,76@inf;76,S,'57','59'@inf:57_cluster_WAC06725|451761|959-1027|7712|57_cluster_WAC06725-2978-Item18-PCP_0,59_cluster_WAC06783|42685d|959-1027|7960|59_cluster_WAC06783-3059-Item18-PCP_0
163:79,TTD,-1,79@inf;-1,TLFD,-1,53@inf;53,S,'61',51@inf:61_cluster_FNTE|5a217a|1538-1602|8235|61_cluster_FNTE-3135-Item5-PCP_0,162
162:53,S,'61',51@inf;51,S,'43','54'@inf:43_cluster_WAC01325|536b71|1540-1605|5610|43_cluster_WAC01325-2078-Item5-PCP_0,54_cluster_WAC05379-1|edff73|1545-1610|7241|54_cluster_WAC05379-1-2847-Item5-PCP_0
158:93,S,92,79@inf;92,TTD,-1,92@inf:82,157
157:92,TTD,-1,92@inf;92,S,90,'62'@inf:129,156
156:92,S,90,'62'@inf;'62',D,'62','62'@inf:142,155
155:'62',D,'62','62'@inf;'62',T,'62',90@inf:62_cluster_SspCNQ329.cluster001|288edd|2794-2861|8365|62_cluster_SspCNQ329.cluster001-3213-Item10-PCP_0,154
154:'62',T,'62',90@inf;90,S,86,89@inf:150,153
153:90,S,86,89@inf;89,S,'33','58'@inf:33_cluster_SspCNQ509|c57782|2656-2723|4373|33_cluster_SspCNQ509-1691-Item10-PCP_0,58_cluster_WAC06738cluster004|1bd006|2658-2725|7837|58_cluster_WAC06738cluster004-3020-Item8-PCP_0
150:90,S,86,89@inf;86,S,'63',84@inf:63_cluster_SspCNQ525.cluster001|47a90b|2785-2852|8460|63_cluster_SspCNQ525.cluster001-3269-Item10-PCP_0,149
149:86,S,'63',84@inf;84,S,'65',82@inf:65_cluster_SspCNT371.cluster001|e00a01|2788-2855|8761|65_cluster_SspCNT371.cluster001-3381-Item10-PCP_0,148
148:84,S,'65',82@inf;82,S,'64','66'@inf:64_cluster_SspCNQ865.cluster001|1efe89|2788-2855|8664|64_cluster_SspCNQ865.cluster001-3325-Item10-PCP_0,66_cluster_SspCNY243.cluster001|26108b|2734-2801|8920|66_cluster_SspCNY243.cluster001-3435-Item10-PCP_0
142:'62',D,'62','62'@inf;'62',T,89,'62'@inf:132,141
141:'62',T,89,'62'@inf;'62',T,'62',84@inf:62_cluster_SspCNQ329.cluster001|200519|971-1034|8376|62_cluster_SspCNQ329.cluster001-3214-Item15-PCP_0,140
140:'62',T,'62',84@inf;84,S,'65',82@inf:65_cluster_SspCNT371.cluster001|19b0b6|971-1039|8774|65_cluster_SspCNT371.cluster001-3382-Item16-PCP_0,139
139:84,S,'65',82@inf;82,S,'64','66'@inf:64_cluster_SspCNQ865.cluster001|e38985|971-1039|8677|64_cluster_SspCNQ865.cluster001-3326-Item16-PCP_0,138
138:82,S,'64','66'@inf;'66',T,'63','66'@inf:63_cluster_SspCNQ525.cluster001|a42d5d|971-1039|8473|63_cluster_SspCNQ525.cluster001-3270-Item16-PCP_0,66_cluster_SspCNY243.cluster001|ca1de8|985-1053|8933|66_cluster_SspCNY243.cluster001-3436-Item16-PCP_0
132:'62',T,89,'62'@inf;89,S,'33','58'@inf:33_cluster_SspCNQ509|646e66|971-1034|4386|33_cluster_SspCNQ509-1692-Item16-PCP_0,58_cluster_WAC06738cluster004|9587f7|957-1020|7847|58_cluster_WAC06738cluster004-3021-Item13-PCP_0
129:92,S,90,'62'@inf;90,D,90,90@inf:115,128
128:90,D,90,90@inf;90,S,89,86@-nan:118,127
127:90,S,89,86@-nan;86,T,'62',86@-nan:62_cluster_SspCNQ329.cluster001|f73c1e|4030-4096|8320|62_cluster_SspCNQ329.cluster001-3216-Item32-PCP_0,126
126:86,T,'62',86@-nan;86,S,'63',84@-nan:63_cluster_SspCNQ525.cluster001|4ed3e5|4032-4099|8511|63_cluster_SspCNQ525.cluster001-3272-Item34-PCP_0,125
125:86,S,'63',84@-nan;84,S,'65',82@-nan:65_cluster_SspCNT371.cluster001|f326c5|4026-4093|8812|65_cluster_SspCNT371.cluster001-3384-Item34-PCP_0,124
124:84,S,'65',82@-nan;82,S,'64','66'@-nan:64_cluster_SspCNQ865.cluster001|180773|4028-4095|8620|64_cluster_SspCNQ865.cluster001-3328-Item34-PCP_0,66_cluster_SspCNY243.cluster001|731b10|4037-4104|8971|66_cluster_SspCNY243.cluster001-3438-Item34-PCP_0
118:90,S,89,86@-nan;89,S,'33','58'@-nan:33_cluster_SspCNQ509|436ed9|4032-4099|4424|33_cluster_SspCNQ509-1694-Item34-PCP_0,58_cluster_WAC06738cluster004|d9a549|4023-4090|7885|58_cluster_WAC06738cluster004-3023-Item31-PCP_0
115:90,D,90,90@inf;90,T,90,53@-nan:109,114
114:90,T,90,53@-nan;53,S,'61',51@-nan:61_cluster_FNTE|83000e|4381-4448|8204|61_cluster_FNTE-3137-Item24-PCP_0,113
113:53,S,'61',51@-nan;51,S,'43','54'@-nan:43_cluster_WAC01325|b6db0d|4381-4448|5579|43_cluster_WAC01325-2080-Item24-PCP_0,54_cluster_WAC05379-3|ba39af|4387-4454|7284|54_cluster_WAC05379-1-2851-Item13-PCP_0
109:90,T,90,53@-nan;90,S,86,89@-nan:105,108
108:90,S,86,89@-nan;89,S,'33','58'@-nan:33_cluster_SspCNQ509|68d264|964-1030|4395|33_cluster_SspCNQ509-1693-Item20-PCP_0,58_cluster_WAC06738cluster004|bcc467|958-1022|7856|58_cluster_WAC06738cluster004-3022-Item17-PCP_0
105:90,S,86,89@-nan;86,T,'62',86@-nan:62_cluster_SspCNQ329.cluster001|f73c1e|2502-2568|8312|62_cluster_SspCNQ329.cluster001-3216-Item28-PCP_0,104
104:86,T,'62',86@-nan;86,S,'63',84@-nan:88,103
103:86,S,'63',84@-nan;84,TTD,-1,84@-nan:65_cluster_SspCNT371.cluster001|830555|962-1030|8783|65_cluster_SspCNT371.cluster001-3383-Item20-PCP_0,102
102:84,TTD,-1,84@-nan;84,T,84,89@-nan:96,101
101:84,T,84,89@-nan;89,T,'62',89@-nan:62_cluster_SspCNQ329.cluster001|d9cd3f|961-1026|8385|62_cluster_SspCNQ329.cluster001-3215-Item19-PCP_0,100
100:89,T,'62',89@-nan;89,S,'58','33'@-nan:58_cluster_WAC06738cluster004|d9a549|2492-2557|7877|58_cluster_WAC06738cluster004-3023-Item27-PCP_0,33_cluster_SspCNQ509|436ed9|2501-2568|4416|33_cluster_SspCNQ509-1694-Item30-PCP_0
96:84,T,84,89@-nan;84,S,'65',82@-nan:65_cluster_SspCNT371.cluster001|f326c5|2496-2562|8804|65_cluster_SspCNT371.cluster001-3384-Item30-PCP_0,95
95:84,S,'65',82@-nan;82,T,'63',82@-nan:63_cluster_SspCNQ525.cluster001|4ed3e5|2496-2562|8503|63_cluster_SspCNQ525.cluster001-3272-Item30-PCP_0,94
94:82,T,'63',82@-nan;82,S,'64','66'@-nan:64_cluster_SspCNQ865.cluster001|180773|2495-2561|8612|64_cluster_SspCNQ865.cluster001-3328-Item30-PCP_0,66_cluster_SspCNY243.cluster001|731b10|2504-2570|8963|66_cluster_SspCNY243.cluster001-3438-Item30-PCP_0
65_cluster_SspCNT371.cluster001|830555|962-1030|8783|65_cluster_SspCNT371.cluster001-3383-Item20-PCP_0:84,TTD,-1,84@-nan;-1,TLFD,-1,'65'@-nan
88:86,S,'63',84@-nan;'63',T,'66','63'@-nan:66_cluster_SspCNY243.cluster001|3b57c3|959-1027|8942|66_cluster_SspCNY243.cluster001-3437-Item20-PCP_0,87
87:'63',T,'66','63'@-nan;'63',T,'63','64'@-nan:63_cluster_SspCNQ525.cluster001|a73d35|962-1030|8482|63_cluster_SspCNQ525.cluster001-3271-Item20-PCP_0,64_cluster_SspCNQ865.cluster001|1b0239|962-1030|8686|64_cluster_SspCNQ865.cluster001-3327-Item20-PCP_0
82:92,TTD,-1,92@inf;-1,TLFD,-1,89@inf;89,S,'58','33'@inf:58_cluster_WAC06738cluster004|d9a549|966-1033|7869|58_cluster_WAC06738cluster004-3023-Item23-PCP_0,81
81:89,S,'58','33'@inf;'33',T,'33',82@inf:33_cluster_SspCNQ509|436ed9|966-1033|4408|33_cluster_SspCNQ509-1694-Item26-PCP_0,80
80:'33',T,'33',82@inf;82,T,'63',82@inf:63_cluster_SspCNQ525.cluster001|4ed3e5|966-1033|8495|63_cluster_SspCNQ525.cluster001-3272-Item26-PCP_0,79
79:82,T,'63',82@inf;82,S,'64','66'@inf:64_cluster_SspCNQ865.cluster001|180773|965-1032|8604|64_cluster_SspCNQ865.cluster001-3328-Item26-PCP_0,78
78:82,S,'64','66'@inf;'66',T,'62','66'@inf:62_cluster_SspCNQ329.cluster001|f73c1e|965-1032|8304|62_cluster_SspCNQ329.cluster001-3216-Item24-PCP_0,77
77:'66',T,'62','66'@inf;'66',T,'65','66'@inf:65_cluster_SspCNT371.cluster001|f326c5|966-1033|8796|65_cluster_SspCNT371.cluster001-3384-Item26-PCP_0,66_cluster_SspCNY243.cluster001|731b10|965-1032|8955|66_cluster_SspCNY243.cluster001-3438-Item26-PCP_0
69:93,TTD,-1,93@inf;-1,DD,-1,-1@inf:59,68
68:-1,DD,-1,-1@inf;-1,TLFD,-1,70@inf;70,S,69,66@inf:62,67
67:70,S,69,66@inf;66,T,'13',66@inf:13_cluster_AspOK074cluster1|ff28ca|4094-4160|1728|13_cluster_AspOK074cluster1-690-Item28-PCP_0,66
66:66,T,'13',66@inf;66,S,'35','50'@inf:35_cluster_SspNRRLS1521-3|3cb15a|2996-3062|4677|35_cluster_SspNRRLS1521-1-1759-Item8-PCP_0,50_cluster_WAC01529|9b5162|4111-4178|6702|50_cluster_WAC01529-2567-Item29-PCP_0
62:70,S,69,66@inf;69,S,'31','32'@inf:31_cluster_SluteocolorNRBC13826|dfb632|4063-4130|4131|31_cluster_SluteocolorNRBC13826-1610-Item33-PCP_0,32_cluster_Ssilaceus-3|07c96a|449-516|4290|32_cluster_Ssilaceus-1-1655-Item2-PCP_0
59:-1,DD,-1,-1@inf;-1,DD,-1,-1@inf:43,58
58:-1,DD,-1,-1@inf;-1,TLFD,-1,55@inf;55,S,53,'70'@inf:52,57
57:55,S,53,'70'@inf;'70',T,'70',76@inf:70_cluster_TLI55.cluster001|1dcea7|2620-2686|9674|70_cluster_TLI55.cluster001-3658-Item7-PCP_0,56
56:'70',T,'70',76@inf;76,S,'57','59'@inf:57_cluster_WAC06725|09ed46|1043-1108|7681|57_cluster_WAC06725-2976-Item3-PCP_0,59_cluster_WAC06783|64e4a6|1027-1092|7928|59_cluster_WAC06783-3057-Item3-PCP_0
52:55,S,53,'70'@inf;53,T,53,76@inf:48,51
51:53,T,53,76@inf;76,S,'57','59'@inf:57_cluster_WAC06725|451761|4443-4511|7730|57_cluster_WAC06725-2978-Item26-PCP_0,59_cluster_WAC06783|42685d|4443-4511|7978|59_cluster_WAC06783-3059-Item26-PCP_0
48:53,T,53,76@inf;53,S,'61',51@inf:61_cluster_FNTE|83000e|961-1026|8186|61_cluster_FNTE-3137-Item16-PCP_0,47
47:53,S,'61',51@inf;51,S,'43','54'@inf:43_cluster_WAC01325|b6db0d|961-1026|5561|43_cluster_WAC01325-2080-Item16-PCP_0,54_cluster_WAC05379-3|ba39af|968-1033|7266|54_cluster_WAC05379-1-2851-Item5-PCP_0
43:-1,DD,-1,-1@inf;-1,DD,-1,-1@inf:39,42
42:-1,DD,-1,-1@inf;-1,TLFD,-1,76@inf;76,S,'57','59'@inf:57_cluster_WAC06725|451761|2495-2562|7720|57_cluster_WAC06725-2978-Item22-PCP_0,59_cluster_WAC06783|42685d|2495-2562|7968|59_cluster_WAC06783-3059-Item22-PCP_0
39:-1,DD,-1,-1@inf;-1,TLFD,-1,76@inf;76,S,'57','59'@inf:57_cluster_WAC06725|09ed46|2563-2629|7689|57_cluster_WAC06725-2976-Item7-PCP_0,59_cluster_WAC06783|64e4a6|2547-2613|7936|59_cluster_WAC06783-3057-Item7-PCP_0
36:93,TTD,-1,93@inf;-1,DD,-1,-1@inf:42_cluster_WAC00631|c8684d|4064-4129|5478|42_cluster_WAC00631-2042-Item26-PCP_0,35
35:-1,DD,-1,-1@inf;-1,DD,-1,-1@inf:9,34
34:-1,DD,-1,-1@inf;-1,DD,-1,-1@inf:18,33
33:-1,DD,-1,-1@inf;-1,TLFD,-1,71@inf;71,S,70,63@inf:29,32
32:71,S,70,63@inf;63,S,61,'13'@inf:13_cluster_AspOK074cluster1|c390a6|358-424|1701|13_cluster_AspOK074cluster1-689-Item15-PCP_0,13_cluster_AspOK074cluster1|ff28ca|971-1037|1712|13_cluster_AspOK074cluster1-690-Item20-PCP_0
13_cluster_AspOK074cluster1|c390a6|358-424|1701|13_cluster_AspOK074cluster1-689-Item15-PCP_0:63,S,61,'13'@inf;61,TL,61,'13'@inf
29:71,S,70,63@inf;70,S,66,69@-nan:23,28
28:70,S,66,69@-nan;69,T,'50',69@-nan:50_cluster_WAC01529|9b5162|991-1058|6686|50_cluster_WAC01529-2567-Item21-PCP_0,27
27:69,T,'50',69@-nan;69,S,'31','32'@-nan:31_cluster_SluteocolorNRBC13826|dfb632|966-1033|4115|31_cluster_SluteocolorNRBC13826-1610-Item25-PCP_0,32_cluster_Ssilaceus-2|cb43ed|966-1033|4246|32_cluster_Ssilaceus-1-1654-Item8-PCP_0
23:70,S,66,69@-nan;66,S,'50','35'@-nan:50_cluster_WAC01529|876399|978-1044|6673|50_cluster_WAC01529-2566-Item15-PCP_0,22
22:66,S,'50','35'@-nan;'35',TL,'35',69@-nan;69,S,'31','32'@-nan:31_cluster_SluteocolorNRBC13826|a43e36|959-1025|4102|31_cluster_SluteocolorNRBC13826-1609-Item19-PCP_0,32_cluster_Ssilaceus-2|ed2ead|525-591|4233|32_cluster_Ssilaceus-1-1653-Item2-PCP_0
18:-1,DD,-1,-1@inf;-1,DD,-1,-1@-nan:13_cluster_AspOK074cluster1|ff28ca|2523-2589|1720|13_cluster_AspOK074cluster1-690-Item24-PCP_0,17
17:-1,DD,-1,-1@-nan;-1,TLFD,-1,70@-nan;70,S,66,69@-nan:13,16
16:70,S,66,69@-nan;69,S,'31','32'@-nan:31_cluster_SluteocolorNRBC13826|dfb632|2518-2584|4123|31_cluster_SluteocolorNRBC13826-1610-Item29-PCP_0,32_cluster_Ssilaceus-2|cb43ed|2518-2584|4254|32_cluster_Ssilaceus-1-1654-Item12-PCP_0
13:70,S,66,69@-nan;66,S,'35','50'@-nan:35_cluster_SspNRRLS1521-3|3cb15a|1461-1528|4669|35_cluster_SspNRRLS1521-1-1759-Item4-PCP_0,50_cluster_WAC01529|9b5162|2555-2622|6694|50_cluster_WAC01529-2567-Item25-PCP_0
13_cluster_AspOK074cluster1|ff28ca|2523-2589|1720|13_cluster_AspOK074cluster1-690-Item24-PCP_0:-1,DD,-1,-1@-nan;-1,TLFD,-1,'13'@-nan
9:-1,DD,-1,-1@inf;-1,TLFD,-1,70@-nan;70,S,69,66@-nan:3,8
8:70,S,69,66@-nan;66,T,'13',66@-nan:13_cluster_AspOK074cluster1|4c3536|1716-1784|1782|13_cluster_AspOK074cluster1-687-Item11-PCP_0,7
7:66,T,'13',66@-nan;66,S,'50','35'@-nan:50_cluster_WAC01529|abd45d|3160-3227|6664|50_cluster_WAC01529-2565-Item11-PCP_0,35_cluster_SspNRRLS1521-2|d6ff19|579-646|4613|35_cluster_SspNRRLS1521-1-1757-Item2-PCP_0
3:70,S,69,66@-nan;69,S,'31','32'@-nan:31_cluster_SluteocolorNRBC13826|ba0325|4133-4200|4094|31_cluster_SluteocolorNRBC13826-1608-Item15-PCP_0,32_cluster_Ssilaceus-1|7cf6a6|4133-4200|4209|32_cluster_Ssilaceus-1-1651-Item15-PCP_0
42_cluster_WAC00631|c8684d|4064-4129|5478|42_cluster_WAC00631-2042-Item26-PCP_0:-1,DD,-1,-1@inf;-1,TLFD,-1,'42'@inf
